licence,route,stop_id,stop_name,stop_index,registration_time,arrival_time,eta_min_T0,eta_ts_T0,error_T0,eta_min_T15,eta_ts_T15,error_T15,eta_min_T30,eta_ts_T30,error_T30,eta_min_T45,eta_ts_T45,error_T45,eta_min_T60,eta_ts_T60,error_T60,eta_min_T75,eta_ts_T75,error_T75,eta_min_T90,eta_ts_T90,error_T90,eta_min_T105,eta_ts_T105,error_T105,eta_min_T120,eta_ts_T120,error_T120
10-1149,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-08T15:18:25.504319,,43,2025-12-08T16:01:25.504319,,43.0,2025-12-08T16:16:34.393582,,43.0,2025-12-08T16:31:42.592223,,43.0,2025-12-08T16:46:50.677007,,43.0,2025-12-08T17:01:29.277496,,43.0,2025-12-08T17:16:37.893489,,43.0,2025-12-08T17:31:46.427913,,43.0,2025-12-08T17:46:55.292295,,43.0,2025-12-08T18:01:34.283220,
10-1153,Airport -> Rawai,56,Indigo Patong,6893,2025-12-08T15:18:25.504168,,17,2025-12-08T15:35:25.504168,,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,57,Patong PEA,7083,2025-12-08T15:18:25.504168,,20,2025-12-08T15:38:25.504168,,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-08T15:18:25.504168,,22,2025-12-08T15:40:25.504168,,,,,,,,,,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-08T15:18:25.504168,,58,2025-12-08T16:16:25.504168,,39.0,2025-12-08T16:12:34.189016,,24.0,2025-12-08T16:12:42.753088,,8.0,2025-12-08T16:11:51.008921,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,56,Indigo Patong,6893,2025-12-08T15:18:25.504168,,64,2025-12-08T16:22:25.504168,,44.0,2025-12-08T16:17:34.189016,,30.0,2025-12-08T16:18:42.753088,,13.0,2025-12-08T16:16:51.008921,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,57,Patong PEA,7083,2025-12-08T15:18:25.504168,,67,2025-12-08T16:25:25.504168,,48.0,2025-12-08T16:21:34.189016,,33.0,2025-12-08T16:21:42.753088,,16.0,2025-12-08T16:19:51.008921,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-08T15:18:25.504168,,69,2025-12-08T16:27:25.504168,,49.0,2025-12-08T16:22:34.189016,,35.0,2025-12-08T16:23:42.753088,,18.0,2025-12-08T16:21:51.008921,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,56,Indigo Patong,6893,2025-12-08T15:18:25.504168,,43,2025-12-08T16:01:25.504168,,25.0,2025-12-08T15:58:34.189016,,7.0,2025-12-08T15:55:42.753088,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,57,Patong PEA,7083,2025-12-08T15:18:25.504168,,47,2025-12-08T16:05:25.504168,,29.0,2025-12-08T16:02:34.189016,,10.0,2025-12-08T15:58:42.753088,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-08T15:18:25.504168,,48,2025-12-08T16:06:25.504168,,30.0,2025-12-08T16:03:34.189016,,12.0,2025-12-08T16:00:42.753088,,,,,,,,,,,,,,,,,,,
10-1210,Rawai -> Airport,38,Laguna,7313,2025-12-08T15:21:27.785096,,3,2025-12-08T15:24:27.785096,,81.0,2025-12-08T19:05:18.280986,,69.0,2025-12-08T19:08:27.042055,,,,,,,,,,,,,,,,,,,
10-1210,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-08T15:21:27.785096,,4,2025-12-08T15:25:27.785096,,82.0,2025-12-08T19:06:18.280986,,70.0,2025-12-08T19:09:27.042055,,,,,,,,,,,,,,,,,,,
10-1210,Rawai -> Airport,40,Baan Khian,8300,2025-12-08T15:21:27.785096,,16,2025-12-08T15:37:27.785096,,94.0,2025-12-08T19:18:18.280986,,81.0,2025-12-08T19:20:27.042055,,,,,,,,,,,,,,,,,,,
10-1210,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-08T15:21:27.785096,,19,2025-12-08T15:40:27.785096,,97.0,2025-12-08T19:21:18.280986,,85.0,2025-12-08T19:24:27.042055,,,,,,,,,,,,,,,,,,,
10-1204,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-08T15:24:29.441792,,2,2025-12-08T15:26:29.441792,,96.0,2025-12-08T19:42:31.337432,,,,,,,,,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,16,Rawai Beach,4,2025-12-08T15:27:31.143475,,0,2025-12-08T15:27:31.143475,,,,,,,,,,,,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,40,Baan Khian,8300,2025-12-08T15:27:31.143475,,115,2025-12-08T17:22:31.143475,,94.0,2025-12-08T17:49:27.415080,,80.0,2025-12-08T17:50:36.351584,,65.0,2025-12-08T17:50:44.708345,,59.0,2025-12-08T17:59:23.332808,,41.0,2025-12-08T17:56:32.414534,,25.0,2025-12-08T17:55:40.631862,,18.0,2025-12-08T18:03:49.111640,,16.0,2025-12-08T18:16:27.692763,
10-1212,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-08T15:27:31.143475,,118,2025-12-08T17:25:31.143475,,97.0,2025-12-08T17:52:27.415080,,83.0,2025-12-08T17:53:36.351584,,68.0,2025-12-08T17:53:44.708345,,62.0,2025-12-08T18:02:23.332808,,44.0,2025-12-08T17:59:32.414534,,28.0,2025-12-08T17:58:40.631862,,21.0,2025-12-08T18:06:49.111640,,19.0,2025-12-08T18:19:27.692763,
10-1205,Airport -> Rawai,44,Baan Khian,2586,2025-12-08T15:32:33.579420,,25,2025-12-08T15:57:33.579420,,6.0,2025-12-08T15:53:42.110224,,,,,,,,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,56,Indigo Patong,6893,2025-12-08T15:32:33.579420,,81,2025-12-08T16:53:33.579420,,62.0,2025-12-08T16:49:42.110224,,25.0,2025-12-08T16:52:34.416366,,4.0,2025-12-08T16:46:42.745139,,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,57,Patong PEA,7083,2025-12-08T15:32:33.579420,,84,2025-12-08T16:56:33.579420,,65.0,2025-12-08T16:52:42.110224,,29.0,2025-12-08T16:56:34.416366,,8.0,2025-12-08T16:50:42.745139,,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-08T15:32:33.579420,,86,2025-12-08T16:58:33.579420,,67.0,2025-12-08T16:54:42.110224,,30.0,2025-12-08T16:57:34.416366,,9.0,2025-12-08T16:51:42.745139,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,67,Sai Yuan,10247,2025-12-08T15:33:34.189016,,3,2025-12-08T15:36:34.189016,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,115,Sanamchai (To Bus 1),1246,2025-12-08T15:35:34.520824,,17,2025-12-08T15:52:34.520824,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,68,Phuket Bus Terminal 1,1587,2025-12-08T15:35:34.520824,,26,2025-12-08T16:01:34.520824,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,69,Sanamchai (To Patong),1886,2025-12-08T15:35:34.520824,,68,2025-12-08T16:43:34.520824,,,,,,,,,,,,,,,,,,,,,,,,,
