licence,route,stop_id,stop_name,stop_index,registration_time,arrival_time,eta_min_T0,eta_ts_T0,error_T0,eta_min_T15,eta_ts_T15,error_T15,eta_min_T30,eta_ts_T30,error_T30,eta_min_T45,eta_ts_T45,error_T45,eta_min_T60,eta_ts_T60,error_T60,eta_min_T75,eta_ts_T75,error_T75,eta_min_T90,eta_ts_T90,error_T90,eta_min_T105,eta_ts_T105,error_T105,eta_min_T120,eta_ts_T120,error_T120
10-1152,Rawai -> Airport,37,Lotus Cherngtalay,7024,2025-12-02T11:11:30.321449,,34.0,2025-12-02T11:45:30.321449,,15.0,2025-12-02T11:41:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,38,Laguna,7313,2025-12-02T11:11:30.321449,,39.0,2025-12-02T11:50:30.321449,,19.0,2025-12-02T11:45:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-02T11:11:30.321449,,39.0,2025-12-02T11:50:30.321449,,20.0,2025-12-02T11:46:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,40,Baan Khian,8300,2025-12-02T11:11:30.321449,,49.0,2025-12-02T12:00:30.321449,,29.0,2025-12-02T11:55:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T11:11:30.321449,,51.0,2025-12-02T12:02:30.321449,,32.0,2025-12-02T11:58:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-02T11:11:30.321245,2025-12-02T11:14:33.828964,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T11:11:30.321245,2025-12-02T11:16:35.443429,4.0,2025-12-02T11:15:30.321245,1.09,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T11:11:30.321245,,7.0,2025-12-02T11:18:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T11:11:30.321245,,8.0,2025-12-02T11:19:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T11:11:30.321245,,19.0,2025-12-02T11:30:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T11:11:30.321245,,23.0,2025-12-02T11:34:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T11:11:30.321245,,24.0,2025-12-02T11:35:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T11:11:30.321245,,28.0,2025-12-02T11:39:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T11:11:30.321245,,30.0,2025-12-02T11:41:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,64,Kata Palm,9111,2025-12-02T11:11:30.321245,,32.0,2025-12-02T11:43:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-02T11:11:30.321245,,32.0,2025-12-02T11:43:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T11:11:30.321245,,35.0,2025-12-02T11:46:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T11:11:30.321245,,43.0,2025-12-02T11:54:30.321245,,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,2025-12-02T11:11:30.321818,2025-12-02T11:12:31.803017,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,2025-12-02T11:11:30.321818,2025-12-02T11:16:35.287231,3.0,2025-12-02T11:14:30.321818,2.08,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,2025-12-02T11:11:30.321818,2025-12-02T11:20:38.418344,6.0,2025-12-02T11:17:30.321818,3.13,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,2025-12-02T11:11:30.321818,2025-12-02T11:22:09.589703,8.0,2025-12-02T11:19:30.321818,2.65,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,2025-12-02T11:11:30.321818,2025-12-02T11:23:10.546518,10.0,2025-12-02T11:21:30.321818,1.67,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,2025-12-02T11:11:30.321818,2025-12-02T11:25:12.201778,11.0,2025-12-02T11:22:30.321818,2.7,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,2025-12-02T11:11:30.321818,2025-12-02T11:27:13.970050,14.0,2025-12-02T11:25:30.321818,1.73,,,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,2025-12-02T11:11:30.321818,2025-12-02T11:29:46.042646,15.0,2025-12-02T11:26:30.321818,3.26,1.0,2025-12-02T11:27:43.468123,2.04,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,2025-12-02T11:11:30.321818,,17.0,2025-12-02T11:28:30.321818,,3.0,2025-12-02T11:29:43.468123,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,2025-12-02T11:11:30.321818,,18.0,2025-12-02T11:29:30.321818,,4.0,2025-12-02T11:30:43.468123,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,2025-12-02T11:11:30.321818,,35.0,2025-12-02T11:46:30.321818,,21.0,2025-12-02T11:47:43.468123,,,,,,,,,,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,2025-12-02T11:11:30.321818,,39.0,2025-12-02T11:50:30.321818,,25.0,2025-12-02T11:51:43.468123,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,2025-12-02T11:11:30.321449,2025-12-02T11:12:31.923779,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,35,Cafe De Mar,5945,2025-12-02T11:11:30.321449,2025-12-02T11:12:31.923779,1.0,2025-12-02T11:12:30.321449,0.03,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,36,Surin Beach,6442,2025-12-02T11:11:30.321449,2025-12-02T11:17:36.394949,5.0,2025-12-02T11:16:30.321449,1.1,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,37,Lotus Cherngtalay,7024,2025-12-02T11:11:30.321449,2025-12-02T11:26:13.768333,12.0,2025-12-02T11:23:30.321449,2.72,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,38,Laguna,7313,2025-12-02T11:11:30.321449,,16.0,2025-12-02T11:27:30.321449,,4.0,2025-12-02T11:30:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-02T11:11:30.321449,,17.0,2025-12-02T11:28:30.321449,,4.0,2025-12-02T11:30:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,40,Baan Khian,8300,2025-12-02T11:11:30.321449,,26.0,2025-12-02T11:37:30.321449,,14.0,2025-12-02T11:40:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T11:11:30.321449,,29.0,2025-12-02T11:40:30.321449,,16.0,2025-12-02T11:42:44.187343,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-02T11:11:30.321245,,1.0,2025-12-02T11:12:30.321245,,1.0,2025-12-02T11:27:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-02T11:11:30.321245,,2.0,2025-12-02T11:13:30.321245,,2.0,2025-12-02T11:28:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-02T11:11:30.321245,,4.0,2025-12-02T11:15:30.321245,,4.0,2025-12-02T11:30:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,52,Big C Kamala,5396,2025-12-02T11:11:30.321245,,6.0,2025-12-02T11:17:30.321245,,6.0,2025-12-02T11:32:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-02T11:11:30.321245,,17.0,2025-12-02T11:28:30.321245,,17.0,2025-12-02T11:43:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,54,Kalim School,6540,2025-12-02T11:11:30.321245,,18.0,2025-12-02T11:29:30.321245,,18.0,2025-12-02T11:44:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-02T11:11:30.321245,,19.0,2025-12-02T11:30:30.321245,,19.0,2025-12-02T11:45:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T11:11:30.321245,,23.0,2025-12-02T11:34:30.321245,,23.0,2025-12-02T11:49:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T11:11:30.321245,,26.0,2025-12-02T11:37:30.321245,,26.0,2025-12-02T11:52:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T11:11:30.321245,,27.0,2025-12-02T11:38:30.321245,,27.0,2025-12-02T11:53:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T11:11:30.321245,,38.0,2025-12-02T11:49:30.321245,,38.0,2025-12-02T12:04:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T11:11:30.321245,,43.0,2025-12-02T11:54:30.321245,,43.0,2025-12-02T12:09:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T11:11:30.321245,,44.0,2025-12-02T11:55:30.321245,,44.0,2025-12-02T12:10:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T11:11:30.321245,,47.0,2025-12-02T11:58:30.321245,,47.0,2025-12-02T12:13:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T11:11:30.321245,,49.0,2025-12-02T12:00:30.321245,,49.0,2025-12-02T12:15:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,64,Kata Palm,9111,2025-12-02T11:11:30.321245,,51.0,2025-12-02T12:02:30.321245,,51.0,2025-12-02T12:17:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-02T11:11:30.321245,,52.0,2025-12-02T12:03:30.321245,,52.0,2025-12-02T12:18:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T11:11:30.321245,,54.0,2025-12-02T12:05:30.321245,,54.0,2025-12-02T12:20:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T11:11:30.321245,,63.0,2025-12-02T12:14:30.321245,,63.0,2025-12-02T12:29:44.068152,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,24,Woraburi Karon,2369,2025-12-02T11:11:30.321449,2025-12-02T11:14:33.743294,3.0,2025-12-02T11:14:30.321449,0.06,,,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,25,Karon Circle,2454,2025-12-02T11:11:30.321449,2025-12-02T11:15:34.726939,4.0,2025-12-02T11:15:30.321449,0.07,,,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,26,Secret cliff resort ,2997,2025-12-02T11:11:30.321449,2025-12-02T11:29:16.468183,9.0,2025-12-02T11:20:30.321449,8.77,,,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,27,Patong Bus Stop,3674,2025-12-02T11:11:30.321449,,15.0,2025-12-02T11:26:30.321449,,3.0,2025-12-02T11:32:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,28,Bangla Patong ,3858,2025-12-02T11:11:30.321449,,19.0,2025-12-02T11:30:30.321449,,7.0,2025-12-02T11:36:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,29,Four Point Patong,4204,2025-12-02T11:11:30.321449,,26.0,2025-12-02T11:37:30.321449,,14.0,2025-12-02T11:43:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,30,Kalim School,4320,2025-12-02T11:11:30.321449,,27.0,2025-12-02T11:38:30.321449,,15.0,2025-12-02T11:44:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,31,Kalim Bus Stop,4437,2025-12-02T11:11:30.321449,,28.0,2025-12-02T11:39:30.321449,,16.0,2025-12-02T11:45:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,32,Big C Kamala,5519,2025-12-02T11:11:30.321449,,38.0,2025-12-02T11:49:30.321449,,26.0,2025-12-02T11:55:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,33,Phuket Fantasea,5751,2025-12-02T11:11:30.321449,,41.0,2025-12-02T11:52:30.321449,,28.0,2025-12-02T11:57:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,2025-12-02T11:11:30.321449,,42.0,2025-12-02T11:53:30.321449,,30.0,2025-12-02T11:59:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,35,Cafe De Mar,5945,2025-12-02T11:11:30.321449,,42.0,2025-12-02T11:53:30.321449,,30.0,2025-12-02T11:59:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,36,Surin Beach,6442,2025-12-02T11:11:30.321449,,47.0,2025-12-02T11:58:30.321449,,35.0,2025-12-02T12:04:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,37,Lotus Cherngtalay,7024,2025-12-02T11:11:30.321449,,53.0,2025-12-02T12:04:30.321449,,41.0,2025-12-02T12:10:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,38,Laguna,7313,2025-12-02T11:11:30.321449,,58.0,2025-12-02T12:09:30.321449,,46.0,2025-12-02T12:15:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-02T11:11:30.321449,,58.0,2025-12-02T12:09:30.321449,,46.0,2025-12-02T12:15:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,40,Baan Khian,8300,2025-12-02T11:11:30.321449,,68.0,2025-12-02T12:19:30.321449,,56.0,2025-12-02T12:25:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T11:11:30.321449,,70.0,2025-12-02T12:21:30.321449,,58.0,2025-12-02T12:27:16.468183,,,,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,2025-12-02T11:11:30.321818,2025-12-02T11:17:36.103347,5.0,2025-12-02T11:16:30.321818,1.1,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,2025-12-02T11:11:30.321818,,9.0,2025-12-02T11:20:30.321818,,,,,,,,,,,,,,,,,,,,,,,,,
