licence,route,stop_id,stop_name,stop_index,registration_time,arrival_time,eta_min_T0,eta_ts_T0,error_T0,eta_min_T15,eta_ts_T15,error_T15,eta_min_T30,eta_ts_T30,error_T30,eta_min_T45,eta_ts_T45,error_T45,eta_min_T60,eta_ts_T60,error_T60,eta_min_T75,eta_ts_T75,error_T75,eta_min_T90,eta_ts_T90,error_T90,eta_min_T105,eta_ts_T105,error_T105,eta_min_T120,eta_ts_T120,error_T120
10-1148,Rawai -> Airport,38,Laguna,7313,2025-12-02T10:48:34.029911,,63.0,2025-12-02T11:51:34.029911,,50.0,2025-12-02T11:53:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1148,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-02T10:48:34.029911,,63.0,2025-12-02T11:51:34.029911,,50.0,2025-12-02T11:53:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1148,Rawai -> Airport,40,Baan Khian,8300,2025-12-02T10:48:34.029911,,73.0,2025-12-02T12:01:34.029911,,60.0,2025-12-02T12:03:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1148,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T10:48:34.029911,,75.0,2025-12-02T12:03:34.029911,,62.0,2025-12-02T12:05:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,109,Ban Kuku School,427,2025-12-02T10:48:34.030070,,2.0,2025-12-02T10:50:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,110,Dcondo Campus Kuku,522,2025-12-02T10:48:34.030070,,3.0,2025-12-02T10:51:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,111,Soi Thachin,680,2025-12-02T10:48:34.030070,,5.0,2025-12-02T10:53:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,112,Big C Mini Kingkaew,789,2025-12-02T10:48:34.030070,,6.0,2025-12-02T10:54:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,113,Baan Natkamon,939,2025-12-02T10:48:34.030070,,7.0,2025-12-02T10:55:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,114,Phuket Provincial Cooperative Office,1116,2025-12-02T10:48:34.030070,,9.0,2025-12-02T10:57:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,115,Sanamchai,1246,2025-12-02T10:48:34.030070,,10.0,2025-12-02T10:58:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,68,Phuket Bus Terminal 1,1587,2025-12-02T10:48:34.030070,,17.0,2025-12-02T11:05:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,69,Sanamchai,1886,2025-12-02T10:48:34.030070,,25.0,2025-12-02T11:13:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,70,Satree Phuket School,2019,2025-12-02T10:48:34.030070,,27.0,2025-12-02T11:15:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,2025-12-02T10:48:34.030070,,28.0,2025-12-02T11:16:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,2025-12-02T10:48:34.030070,,32.0,2025-12-02T11:20:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,2025-12-02T10:48:34.030070,,35.0,2025-12-02T11:23:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,2025-12-02T10:48:34.030070,,37.0,2025-12-02T11:25:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,2025-12-02T10:48:34.030070,,38.0,2025-12-02T11:26:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,2025-12-02T10:48:34.030070,,39.0,2025-12-02T11:27:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,2025-12-02T10:48:34.030070,,42.0,2025-12-02T11:30:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,2025-12-02T10:48:34.030070,,44.0,2025-12-02T11:32:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,2025-12-02T10:48:34.030070,,45.0,2025-12-02T11:33:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,2025-12-02T10:48:34.030070,,46.0,2025-12-02T11:34:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,2025-12-02T10:48:34.030070,,64.0,2025-12-02T11:52:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,2025-12-02T10:48:34.030070,,68.0,2025-12-02T11:56:34.030070,,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,48,Surin Beach,4456,2025-12-02T10:48:34.029743,2025-12-02T10:53:39.427922,1.0,2025-12-02T10:49:34.029743,4.09,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-02T10:48:34.029743,2025-12-02T10:54:40.327131,6.0,2025-12-02T10:54:34.029743,0.1,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-02T10:48:34.029743,2025-12-02T10:54:40.327131,7.0,2025-12-02T10:55:34.029743,-0.9,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-02T10:48:34.029743,2025-12-02T10:55:41.256164,8.0,2025-12-02T10:56:34.029743,-0.88,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,52,Big C Kamala,5396,2025-12-02T10:48:34.029743,2025-12-02T11:02:16.722245,10.0,2025-12-02T10:58:34.029743,3.71,,,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-02T10:48:34.029743,,21.0,2025-12-02T11:09:34.029743,,8.0,2025-12-02T11:11:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,54,Kalim School,6540,2025-12-02T10:48:34.029743,,22.0,2025-12-02T11:10:34.029743,,9.0,2025-12-02T11:12:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-02T10:48:34.029743,,23.0,2025-12-02T11:11:34.029743,,10.0,2025-12-02T11:13:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T10:48:34.029743,,27.0,2025-12-02T11:15:34.029743,,14.0,2025-12-02T11:17:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T10:48:34.029743,,30.0,2025-12-02T11:18:34.029743,,17.0,2025-12-02T11:20:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T10:48:34.029743,,31.0,2025-12-02T11:19:34.029743,,19.0,2025-12-02T11:22:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T10:48:34.029743,,42.0,2025-12-02T11:30:34.029743,,29.0,2025-12-02T11:32:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T10:48:34.029743,,47.0,2025-12-02T11:35:34.029743,,34.0,2025-12-02T11:37:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T10:48:34.029743,,48.0,2025-12-02T11:36:34.029743,,35.0,2025-12-02T11:38:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T10:48:34.029743,,51.0,2025-12-02T11:39:34.029743,,38.0,2025-12-02T11:41:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T10:48:34.029743,,53.0,2025-12-02T11:41:34.029743,,40.0,2025-12-02T11:43:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,64,Kata Palm,9111,2025-12-02T10:48:34.029743,,55.0,2025-12-02T11:43:34.029743,,42.0,2025-12-02T11:45:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-02T10:48:34.029743,,56.0,2025-12-02T11:44:34.029743,,43.0,2025-12-02T11:46:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T10:48:34.029743,,58.0,2025-12-02T11:46:34.029743,,45.0,2025-12-02T11:48:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T10:48:34.029743,,67.0,2025-12-02T11:55:34.029743,,54.0,2025-12-02T11:57:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-02T10:48:34.029743,,1.0,2025-12-02T10:49:34.029743,,1.0,2025-12-02T11:04:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-02T10:48:34.029743,,2.0,2025-12-02T10:50:34.029743,,2.0,2025-12-02T11:05:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-02T10:48:34.029743,,4.0,2025-12-02T10:52:34.029743,,4.0,2025-12-02T11:07:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,52,Big C Kamala,5396,2025-12-02T10:48:34.029743,,6.0,2025-12-02T10:54:34.029743,,6.0,2025-12-02T11:09:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-02T10:48:34.029743,,17.0,2025-12-02T11:05:34.029743,,17.0,2025-12-02T11:20:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,54,Kalim School,6540,2025-12-02T10:48:34.029743,,18.0,2025-12-02T11:06:34.029743,,18.0,2025-12-02T11:21:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-02T10:48:34.029743,,19.0,2025-12-02T11:07:34.029743,,19.0,2025-12-02T11:22:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T10:48:34.029743,,23.0,2025-12-02T11:11:34.029743,,23.0,2025-12-02T11:26:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T10:48:34.029743,,26.0,2025-12-02T11:14:34.029743,,26.0,2025-12-02T11:29:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T10:48:34.029743,,27.0,2025-12-02T11:15:34.029743,,27.0,2025-12-02T11:30:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T10:48:34.029743,,38.0,2025-12-02T11:26:34.029743,,38.0,2025-12-02T11:41:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T10:48:34.029743,,43.0,2025-12-02T11:31:34.029743,,43.0,2025-12-02T11:46:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T10:48:34.029743,,44.0,2025-12-02T11:32:34.029743,,44.0,2025-12-02T11:47:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T10:48:34.029743,,47.0,2025-12-02T11:35:34.029743,,47.0,2025-12-02T11:50:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T10:48:34.029743,,49.0,2025-12-02T11:37:34.029743,,49.0,2025-12-02T11:52:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,64,Kata Palm,9111,2025-12-02T10:48:34.029743,,51.0,2025-12-02T11:39:34.029743,,51.0,2025-12-02T11:54:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-02T10:48:34.029743,,52.0,2025-12-02T11:40:34.029743,,52.0,2025-12-02T11:55:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T10:48:34.029743,,54.0,2025-12-02T11:42:34.029743,,54.0,2025-12-02T11:57:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T10:48:34.029743,,63.0,2025-12-02T11:51:34.029743,,63.0,2025-12-02T12:06:48.196139,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,27,Patong Bus Stop,3674,2025-12-02T10:48:34.029911,2025-12-02T11:02:16.687977,1.0,2025-12-02T10:49:34.029911,12.71,,,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,28,Bangla Patong ,3858,2025-12-02T10:48:34.029911,,5.0,2025-12-02T10:53:34.029911,,3.0,2025-12-02T11:06:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,29,Four Point Patong,4204,2025-12-02T10:48:34.029911,,12.0,2025-12-02T11:00:34.029911,,10.0,2025-12-02T11:13:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,30,Kalim School,4320,2025-12-02T10:48:34.029911,,13.0,2025-12-02T11:01:34.029911,,11.0,2025-12-02T11:14:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,31,Kalim Bus Stop,4437,2025-12-02T10:48:34.029911,,14.0,2025-12-02T11:02:34.029911,,12.0,2025-12-02T11:15:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,32,Big C Kamala,5519,2025-12-02T10:48:34.029911,,25.0,2025-12-02T11:13:34.029911,,23.0,2025-12-02T11:26:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,33,Phuket Fantasea,5751,2025-12-02T10:48:34.029911,,27.0,2025-12-02T11:15:34.029911,,25.0,2025-12-02T11:28:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,2025-12-02T10:48:34.029911,,28.0,2025-12-02T11:16:34.029911,,26.0,2025-12-02T11:29:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,35,Cafe De Mar,5945,2025-12-02T10:48:34.029911,,29.0,2025-12-02T11:17:34.029911,,27.0,2025-12-02T11:30:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,36,Surin Beach,6442,2025-12-02T10:48:34.029911,,33.0,2025-12-02T11:21:34.029911,,31.0,2025-12-02T11:34:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,37,Lotus Cherngtalay,7024,2025-12-02T10:48:34.029911,,40.0,2025-12-02T11:28:34.029911,,38.0,2025-12-02T11:41:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,38,Laguna,7313,2025-12-02T10:48:34.029911,,44.0,2025-12-02T11:32:34.029911,,42.0,2025-12-02T11:45:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-02T10:48:34.029911,,45.0,2025-12-02T11:33:34.029911,,43.0,2025-12-02T11:46:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,40,Baan Khian,8300,2025-12-02T10:48:34.029911,,54.0,2025-12-02T11:42:34.029911,,52.0,2025-12-02T11:55:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T10:48:34.029911,,57.0,2025-12-02T11:45:34.029911,,54.0,2025-12-02T11:57:48.231783,,,,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,2025-12-02T10:48:34.030070,2025-12-02T10:56:40.832240,1.0,2025-12-02T10:49:34.030070,7.11,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,2025-12-02T10:48:34.030070,2025-12-02T11:00:43.981764,2.0,2025-12-02T10:50:34.030070,10.17,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,2025-12-02T10:48:34.030070,,19.0,2025-12-02T11:07:34.030070,,13.0,2025-12-02T11:16:46.407688,,,,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,2025-12-02T10:48:34.030070,,23.0,2025-12-02T11:11:34.030070,,17.0,2025-12-02T11:20:46.407688,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,44,Baan Khian,2586,2025-12-02T10:48:34.029743,,1.0,2025-12-02T10:49:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,45,Cherngtalay School,3541,2025-12-02T10:48:34.029743,2025-12-02T11:04:18.933511,10.0,2025-12-02T10:58:34.029743,5.75,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,46,Laguna,3576,2025-12-02T10:48:34.029743,2025-12-02T11:06:20.612233,10.0,2025-12-02T10:58:34.029743,7.78,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,47,Lotus Cherngtalay,3837,2025-12-02T10:48:34.029743,,14.0,2025-12-02T11:02:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,48,Surin Beach,4456,2025-12-02T10:48:34.029743,,20.0,2025-12-02T11:08:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-02T10:48:34.029743,,24.0,2025-12-02T11:12:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-02T10:48:34.029743,,25.0,2025-12-02T11:13:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-02T10:48:34.029743,,26.0,2025-12-02T11:14:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,52,Big C Kamala,5396,2025-12-02T10:48:34.029743,,29.0,2025-12-02T11:17:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-02T10:48:34.029743,,39.0,2025-12-02T11:27:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,54,Kalim School,6540,2025-12-02T10:48:34.029743,,40.0,2025-12-02T11:28:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-02T10:48:34.029743,,42.0,2025-12-02T11:30:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T10:48:34.029743,,46.0,2025-12-02T11:34:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T10:48:34.029743,,49.0,2025-12-02T11:37:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T10:48:34.029743,,50.0,2025-12-02T11:38:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T10:48:34.029743,,61.0,2025-12-02T11:49:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T10:48:34.029743,,65.0,2025-12-02T11:53:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T10:48:34.029743,,66.0,2025-12-02T11:54:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T10:48:34.029743,,70.0,2025-12-02T11:58:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T10:48:34.029743,,72.0,2025-12-02T12:00:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,64,Kata Palm,9111,2025-12-02T10:48:34.029743,,74.0,2025-12-02T12:02:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-02T10:48:34.029743,,74.0,2025-12-02T12:02:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T10:48:34.029743,,77.0,2025-12-02T12:05:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T10:48:34.029743,,85.0,2025-12-02T12:13:34.029743,,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,28,Bangla Patong ,3858,2025-12-02T10:48:34.029911,2025-12-02T10:50:36.857464,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,29,Four Point Patong,4204,2025-12-02T10:48:34.029911,2025-12-02T10:53:08.988730,7.0,2025-12-02T10:55:34.029911,-2.42,,,,,,,,,,,,,,,,,,,,,,,,
