licence,route,stop_id,stop_name,stop_index,arrival_time,eta_pred_at_T0,accuracy_T0,eta_pred_at_T15,accuracy_T15,eta_pred_at_T30,accuracy_T30,eta_pred_at_T45,accuracy_T45,eta_pred_at_T60,accuracy_T60,eta_pred_at_T75,accuracy_T75,eta_pred_at_T90,accuracy_T90,eta_pred_at_T105,accuracy_T105,eta_pred_at_T120,accuracy_T120
10-1149,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-01T16:44:46.013372,2025-12-01T12:53:52.581657,230.89,2025-12-01T16:23:45.133572,21.01,2025-12-01T16:33:53.820139,10.87,,,,,,,,,,,,
10-1149,Airport -> Rawai,52,Big C Kamala,5396,2025-12-01T16:55:52.400461,2025-12-01T12:56:52.581657,239.0,2025-12-01T16:25:45.133572,30.12,2025-12-01T16:36:53.820139,18.98,,,,,,,,,,,,
10-1149,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-01T16:59:55.048646,2025-12-01T13:06:52.581657,233.04,2025-12-01T16:36:45.133572,23.17,2025-12-01T16:46:53.820139,13.02,,,,,,,,,,,,
10-1149,Airport -> Rawai,54,Kalim School,6540,2025-12-01T17:05:29.927933,2025-12-01T13:07:52.581657,237.62,2025-12-01T16:37:45.133572,27.75,2025-12-01T16:47:53.820139,17.6,,,,,,,,,,,,
10-1149,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-01T17:05:29.927933,2025-12-01T13:09:52.581657,235.62,2025-12-01T16:38:45.133572,26.75,2025-12-01T16:49:53.820139,15.6,,,,,,,,,,,,
10-1149,Airport -> Rawai,56,Indigo Patong,6893,2025-12-01T17:09:03.539857,2025-12-01T13:13:52.581657,235.18,2025-12-01T16:43:45.133572,25.31,2025-12-01T16:53:53.820139,15.16,,,,,,,,,,,,
10-1149,Airport -> Rawai,57,Patong PEA,7083,,2025-12-01T13:17:52.581657,,2025-12-01T16:47:45.133572,,2025-12-01T16:57:53.820139,,,,,,,,,,,,,
10-1149,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-12-01T13:19:52.581657,,2025-12-01T16:48:45.133572,,2025-12-01T16:59:53.820139,,,,,,,,,,,,,
10-1149,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T17:26:52.368526,2025-12-01T13:27:52.581657,239.0,2025-12-01T16:56:45.133572,30.12,2025-12-01T17:07:53.820139,18.98,,,,,,,,,,,,
10-1149,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T17:31:57.412699,2025-12-01T13:31:52.581657,240.08,2025-12-01T17:01:45.133572,30.2,2025-12-01T17:11:53.820139,20.06,,,,,,,,,,,,
10-1149,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T17:35:31.188340,2025-12-01T13:33:52.581657,241.64,2025-12-01T17:02:45.133572,32.77,2025-12-01T17:13:53.820139,21.62,,,,,,,,,,,,
10-1149,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T17:37:32.978380,2025-12-01T13:36:52.581657,240.67,2025-12-01T17:05:45.133572,31.8,2025-12-01T17:16:53.820139,20.65,,,,,,,,,,,,
10-1149,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T17:41:36.925300,2025-12-01T13:38:52.581657,242.74,2025-12-01T17:08:45.133572,32.86,2025-12-01T17:18:53.820139,22.72,,,,,,,,,,,,
10-1149,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T17:44:39.799492,2025-12-01T13:40:52.581657,243.79,2025-12-01T17:09:45.133572,34.91,2025-12-01T17:20:53.820139,23.77,,,,,,,,,,,,
10-1149,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T17:47:42.676984,2025-12-01T13:41:52.581657,245.83,2025-12-01T17:10:45.133572,36.96,2025-12-01T17:21:53.820139,25.81,,,,,,,,,,,,
10-1149,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T17:53:58.942202,2025-12-01T13:43:52.581657,250.11,2025-12-01T17:13:45.133572,40.23,2025-12-01T17:23:53.820139,30.09,,,,,,,,,,,,
10-1149,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-01T13:51:52.581657,,2025-12-01T17:21:45.133572,,2025-12-01T17:32:53.820139,,,,,,,,,,,,,
10-1149,Rawai -> Airport,38,Laguna,7313,2025-12-01T12:44:53.850021,,,,,,,,,,,,,,,,,,
10-1149,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-01T12:45:54.369066,,,,,,,,,,,,,,,,,,
10-1149,Rawai -> Airport,40,Baan Khian,8300,2025-12-01T12:53:58.790060,,,,,,,,,,,,,,,,,,
10-1149,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-01T12:57:30.801562,,,,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,43,Thalang Public Health Office,2368,2025-12-01T14:49:40.130775,2025-12-01T12:58:54.788304,110.76,2025-12-01T14:50:09.153410,-0.48,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,44,Baan Khian,2586,,2025-12-01T13:01:54.788304,,2025-12-01T14:52:09.153410,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,45,Cherngtalay School,3541,2025-12-01T15:01:47.224379,2025-12-01T13:10:54.788304,110.87,2025-12-01T15:01:09.153410,0.63,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,46,Laguna,3576,2025-12-01T15:02:47.860954,2025-12-01T13:10:54.788304,111.88,2025-12-01T15:01:09.153410,1.65,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,47,Lotus Cherngtalay,3837,2025-12-01T15:07:50.753118,,,2025-12-01T15:05:09.153410,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,48,Surin Beach,4456,2025-12-01T15:14:54.704858,,,2025-12-01T15:11:09.153410,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-01T15:17:56.370034,,,2025-12-01T15:15:09.153410,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-01T15:18:56.880541,,,2025-12-01T15:16:09.153410,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-01T15:19:57.540185,,,2025-12-01T15:17:09.153410,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,52,Big C Kamala,5396,2025-12-01T15:23:29.597904,,,2025-12-01T15:20:09.153410,,,,,,,,,,,,,,,
10-1205,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-01T15:32:03.929818,,,2025-12-01T15:30:09.153410,,2025-12-01T15:33:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,54,Kalim School,6540,2025-12-01T15:34:35.410587,,,2025-12-01T15:31:09.153410,,2025-12-01T15:34:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-01T15:34:35.410587,,,2025-12-01T15:33:09.153410,,2025-12-01T15:36:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,56,Indigo Patong,6893,2025-12-01T15:38:37.869838,,,2025-12-01T15:37:09.153410,,2025-12-01T15:40:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,57,Patong PEA,7083,,,,2025-12-01T15:41:09.153410,,2025-12-01T15:44:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,2025-12-01T15:43:09.153410,,2025-12-01T15:46:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T15:55:46.749498,,,2025-12-01T15:51:09.153410,,2025-12-01T15:54:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T16:01:49.843047,,,2025-12-01T15:55:09.153410,,2025-12-01T15:58:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T16:02:50.388812,,,2025-12-01T15:57:09.153410,,2025-12-01T16:00:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T16:05:52.350094,,,2025-12-01T16:00:09.153410,,2025-12-01T16:03:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T16:07:53.820139,,,2025-12-01T16:02:09.153410,,2025-12-01T16:05:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T16:10:55.609302,,,2025-12-01T16:04:09.153410,,2025-12-01T16:07:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T16:13:57.540420,,,2025-12-01T16:05:09.153410,,2025-12-01T16:08:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T16:14:58.153714,,,2025-12-01T16:07:09.153410,,2025-12-01T16:10:00.868888,,,,,,,,,,,,,
10-1205,Airport -> Rawai,67,Sai Yuan,10247,2025-12-01T16:22:02.510166,,,2025-12-01T16:16:09.153410,,2025-12-01T16:19:00.868888,,,,,,,,,,,,,
10-1153,Airport -> Rawai,43,Thalang Public Health Office,2368,2025-12-01T13:23:48.252383,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,44,Baan Khian,2586,,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,45,Cherngtalay School,3541,2025-12-01T13:46:01.377803,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,46,Laguna,3576,2025-12-01T13:47:02.038726,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,47,Lotus Cherngtalay,3837,2025-12-01T13:55:07.072074,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,48,Surin Beach,4456,2025-12-01T14:01:40.734175,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-01T14:06:43.957603,,,,,,,,,,,,,,,,,,
10-1153,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-01T14:07:44.973590,,,,,2025-12-01T14:07:14.592484,,,,,,,,,,,,,
10-1153,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-01T14:08:45.562923,,,,,2025-12-01T14:08:14.592484,,,,,,,,,,,,,
10-1153,Airport -> Rawai,52,Big C Kamala,5396,2025-12-01T14:14:49.209136,,,,,2025-12-01T14:11:14.592484,,,,,,,,,,,,,
10-1153,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-01T14:25:56.146737,,,,,2025-12-01T14:21:14.592484,,2025-12-01T14:26:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,54,Kalim School,6540,2025-12-01T14:26:56.698230,,,,,2025-12-01T14:22:14.592484,,2025-12-01T14:27:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-01T14:27:57.248138,,,,,2025-12-01T14:23:14.592484,,2025-12-01T14:29:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,56,Indigo Patong,6893,2025-12-01T14:33:00.208782,,,,,2025-12-01T14:28:14.592484,,2025-12-01T14:33:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,57,Patong PEA,7083,,,,,,2025-12-01T14:32:14.592484,,2025-12-01T14:37:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,,,2025-12-01T14:34:14.592484,,2025-12-01T14:39:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T14:52:41.854959,,,,,2025-12-01T14:41:14.592484,,2025-12-01T14:47:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T14:57:44.760377,,,,,2025-12-01T14:46:14.592484,,2025-12-01T14:51:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T14:58:45.504621,,,,,2025-12-01T14:47:14.592484,,2025-12-01T14:53:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T15:02:47.860954,,,,,2025-12-01T14:50:14.592484,,2025-12-01T14:56:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T15:05:49.714990,,,,,2025-12-01T14:53:14.592484,,2025-12-01T14:58:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T15:07:50.753118,,,,,2025-12-01T14:55:14.592484,,2025-12-01T15:00:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T15:09:51.789983,,,,,2025-12-01T14:55:14.592484,,2025-12-01T15:01:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T15:14:54.704858,,,,,2025-12-01T14:58:14.592484,,2025-12-01T15:03:24.106775,,,,,,,,,,,
10-1153,Airport -> Rawai,67,Sai Yuan,10247,2025-12-01T15:23:29.597904,,,,,2025-12-01T15:06:14.592484,,2025-12-01T15:12:24.106775,,,,,,,,,,,
10-1265,Dragon Line,2,Queen Sirikit Park,56,2025-12-01T17:20:42.140452,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,3,Old Town Intersection,134,2025-12-01T17:26:47.786218,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,4,Government Savings Bank,159,2025-12-01T17:26:47.786218,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,5,Royal Phuket City Hotel,243,2025-12-01T17:31:52.774058,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,6,Pearl Hotel Phuket,333,2025-12-01T17:32:54.363179,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,7,Mc Donald's,435,2025-12-01T17:33:55.389613,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,8,Surin Circle Clock Tower,523,2025-12-01T17:36:27.945644,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,9,Municipal Parking,593,2025-12-01T17:37:59.354738,,,2025-12-01T15:47:46.817364,,,,,,,,,,,,,,,
10-1265,Dragon Line,10,Krungsri Bank,647,2025-12-01T17:37:59.354738,,,2025-12-01T13:39:12.196222,,,,,,,,,,,,,,,
10-1265,Dragon Line,11,WANLAMUN & EGG E EGG @ OLD TOWN,692,2025-12-01T17:39:00.332220,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,12,Phuket Thaihua Museum,760,2025-12-01T17:41:02.493017,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,13,Dibuk Road,830,2025-12-01T17:42:33.919250,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,14,Mongkhonnimit Temple,886,2025-12-01T17:44:35.974479,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,15,Limelight Phuket,960,2025-12-01T17:20:42.140452,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,17,Sai Yuan,642,2025-12-01T12:53:58.790060,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,18,Andaman Cannacia Resort,1565,2025-12-01T13:01:33.071568,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,19,Beyond hotel Kata,1728,2025-12-01T13:09:07.568119,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,20,Kata Palm,1780,2025-12-01T13:13:40.557431,,,2025-12-01T13:12:39.828692,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,21,OZO Kata,1937,2025-12-01T13:15:41.798923,,,2025-12-01T13:14:39.828692,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,22,Peach Blossom,1963,2025-12-01T13:16:42.404126,,,2025-12-01T13:14:39.828692,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,23,Karon Stadium,2064,2025-12-01T13:18:43.486878,,,2025-12-01T13:16:39.828692,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,24,Woraburi Karon,2369,2025-12-01T13:22:45.607091,,,2025-12-01T13:20:39.828692,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,25,Karon Circle,2454,2025-12-01T13:23:46.243537,,,2025-12-01T13:20:39.828692,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,26,Secret cliff resort ,2997,2025-12-01T13:34:52.591836,,,2025-12-01T13:26:39.828692,,2025-12-01T13:32:48.620518,,,,,,,,,,,,,
10-1151,Rawai -> Airport,27,Patong Bus Stop,3674,2025-12-01T13:40:56.595728,,,2025-12-01T13:32:39.828692,,2025-12-01T13:38:48.620518,,,,,,,,,,,,,
10-1151,Rawai -> Airport,28,Bangla Patong ,3858,2025-12-01T13:58:36.710758,,,2025-12-01T13:35:39.828692,,2025-12-01T13:41:48.620518,,2025-12-01T13:43:57.750525,,,,,,,,,,,
10-1151,Rawai -> Airport,29,Four Point Patong,4204,2025-12-01T14:02:39.097354,,,2025-12-01T13:40:39.828692,,2025-12-01T13:47:48.620518,,2025-12-01T13:48:57.750525,,2025-12-01T14:03:36.710758,,,,,,,,,
10-1151,Rawai -> Airport,30,Kalim School,4320,2025-12-01T14:04:40.347767,,,2025-12-01T13:41:39.828692,,2025-12-01T13:48:48.620518,,2025-12-01T13:49:57.750525,,2025-12-01T14:04:36.710758,,,,,,,,,
10-1151,Rawai -> Airport,31,Kalim Bus Stop,4437,2025-12-01T14:05:40.989017,,,2025-12-01T13:42:39.828692,,2025-12-01T13:49:48.620518,,2025-12-01T13:50:57.750525,,2025-12-01T14:05:36.710758,,,,,,,,,
10-1151,Rawai -> Airport,32,Big C Kamala,5519,2025-12-01T14:15:47.189642,,,2025-12-01T13:53:39.828692,,2025-12-01T13:59:48.620518,,2025-12-01T14:01:57.750525,,2025-12-01T14:15:36.710758,,2025-12-01T14:15:45.389930,,,,,,,
10-1151,Rawai -> Airport,33,Phuket Fantasea,5751,2025-12-01T14:17:48.458183,,,2025-12-01T13:55:39.828692,,2025-12-01T14:01:48.620518,,2025-12-01T14:03:57.750525,,2025-12-01T14:17:36.710758,,2025-12-01T14:17:45.389930,,,,,,,
10-1151,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,2025-12-01T14:18:49.026990,,,2025-12-01T13:56:39.828692,,2025-12-01T14:02:48.620518,,2025-12-01T14:04:57.750525,,2025-12-01T14:19:36.710758,,2025-12-01T14:18:45.389930,,,,,,,
10-1151,Rawai -> Airport,35,Cafe De Mar,5945,2025-12-01T14:19:49.584181,,,2025-12-01T13:57:39.828692,,2025-12-01T14:03:48.620518,,2025-12-01T14:05:57.750525,,2025-12-01T14:19:36.710758,,2025-12-01T14:19:45.389930,,,,,,,
10-1151,Rawai -> Airport,36,Surin Beach,6442,2025-12-01T14:23:52.048909,,,2025-12-01T14:01:39.828692,,2025-12-01T14:08:48.620518,,2025-12-01T14:09:57.750525,,2025-12-01T14:24:36.710758,,2025-12-01T14:23:45.389930,,,,,,,
10-1151,Rawai -> Airport,37,Lotus Cherngtalay,7024,2025-12-01T14:30:56.411079,,,2025-12-01T14:09:39.828692,,2025-12-01T14:15:48.620518,,2025-12-01T14:17:57.750525,,2025-12-01T14:32:36.710758,,2025-12-01T14:31:45.389930,,2025-12-01T14:29:54.631627,,,,,
10-1151,Rawai -> Airport,38,Laguna,7313,2025-12-01T14:42:02.693770,,,2025-12-01T14:14:39.828692,,2025-12-01T14:21:48.620518,,2025-12-01T14:22:57.750525,,2025-12-01T14:37:36.710758,,2025-12-01T14:36:45.389930,,2025-12-01T14:33:54.631627,,,,,
10-1151,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-01T14:42:02.693770,,,2025-12-01T14:15:39.828692,,2025-12-01T14:21:48.620518,,2025-12-01T14:23:57.750525,,2025-12-01T14:37:36.710758,,2025-12-01T14:37:45.389930,,2025-12-01T14:34:54.631627,,,,,
10-1151,Rawai -> Airport,40,Baan Khian,8300,2025-12-01T14:49:36.608174,,,2025-12-01T14:24:39.828692,,2025-12-01T14:31:48.620518,,2025-12-01T14:32:57.750525,,2025-12-01T14:47:36.710758,,2025-12-01T14:46:45.389930,,2025-12-01T14:43:54.631627,,,,,
10-1151,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-01T14:53:38.837692,,,2025-12-01T14:27:39.828692,,2025-12-01T14:33:48.620518,,2025-12-01T14:35:57.750525,,2025-12-01T14:49:36.710758,,2025-12-01T14:49:45.389930,,2025-12-01T14:46:54.631627,,,,,
10-1210,Rawai -> Airport,38,Laguna,7313,2025-12-01T16:40:37.185159,2025-12-01T12:49:55.419235,230.7,2025-12-01T16:13:50.787456,26.77,2025-12-01T16:18:58.836588,21.64,2025-12-01T16:25:06.814583,15.51,2025-12-01T16:31:44.500067,8.88,,,,,,,,
10-1210,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-01T16:41:37.725451,2025-12-01T12:50:55.419235,230.71,2025-12-01T16:14:50.787456,26.78,2025-12-01T16:18:58.836588,22.65,2025-12-01T16:26:06.814583,15.52,2025-12-01T16:32:44.500067,8.89,,,,,,,,
10-1210,Rawai -> Airport,40,Baan Khian,8300,2025-12-01T16:50:43.634239,2025-12-01T12:59:55.419235,230.8,2025-12-01T16:23:50.787456,26.88,2025-12-01T16:28:58.836588,21.75,2025-12-01T16:35:06.814583,15.61,2025-12-01T16:41:44.500067,8.99,,,,,,,,
10-1210,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-01T17:11:30.013388,,,2025-12-01T16:25:50.787456,,2025-12-01T16:30:58.836588,,2025-12-01T16:38:06.814583,,2025-12-01T16:44:44.500067,,,,,,,,,
10-1210,Airport -> Rawai,47,Lotus Cherngtalay,3837,2025-12-01T12:50:58.629292,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,48,Surin Beach,4456,2025-12-01T12:57:32.240103,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-01T13:01:34.352657,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-01T13:03:05.196660,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-01T13:04:05.789768,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,52,Big C Kamala,5396,2025-12-01T13:07:38.198096,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-01T13:15:43.388558,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,54,Kalim School,6540,2025-12-01T13:15:43.388558,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-01T13:17:44.687226,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,56,Indigo Patong,6893,,,,,,2025-12-01T13:21:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,57,Patong PEA,7083,,,,,,2025-12-01T13:25:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,,,2025-12-01T13:27:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T13:46:01.377803,,,,,2025-12-01T13:35:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T13:50:34.173404,,,,,2025-12-01T13:40:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T13:51:34.755875,,,,,2025-12-01T13:41:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T13:55:07.072074,,,,,2025-12-01T13:44:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T13:56:37.888297,,,,,2025-12-01T13:46:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T13:58:38.970168,,,,,2025-12-01T13:48:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T13:58:38.970168,,,,,2025-12-01T13:49:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T14:01:40.734175,,,,,2025-12-01T13:51:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,67,Sai Yuan,10247,2025-12-01T14:08:45.562923,,,,,2025-12-01T14:00:45.870166,,,,,,,,,,,,,
10-1265,Dragon Line,4,Government Savings Bank,159,2025-12-01T17:26:47.786218,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,5,Royal Phuket City Hotel,243,2025-12-01T17:31:52.774058,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,6,Pearl Hotel Phuket,333,2025-12-01T17:32:54.363179,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,7,Mc Donald's,435,2025-12-01T17:33:55.389613,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,8,Surin Circle Clock Tower,523,2025-12-01T17:36:27.945644,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,9,Municipal Parking,593,2025-12-01T17:37:59.354738,,,2025-12-01T15:47:46.817364,,,,,,,,,,,,,,,
10-1265,Dragon Line,10,Krungsri Bank,647,2025-12-01T17:37:59.354738,,,2025-12-01T13:39:12.196222,,,,,,,,,,,,,,,
10-1265,Dragon Line,11,WANLAMUN & EGG E EGG @ OLD TOWN,692,2025-12-01T17:39:00.332220,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,12,Phuket Thaihua Museum,760,2025-12-01T17:41:02.493017,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,13,Dibuk Road,830,2025-12-01T17:42:33.919250,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,14,Mongkhonnimit Temple,886,2025-12-01T17:44:35.974479,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,15,Limelight Phuket,960,2025-12-01T17:20:42.140452,,,,,,,,,,,,,,,,,,
10-1222,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,2025-12-01T16:26:50.916095,,,,,,,,,,,,,,,,,,
10-1222,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T12:57:32.240103,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T13:04:05.789768,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T13:04:36.182409,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T13:08:38.837735,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T13:10:40.132363,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T13:12:41.486700,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T13:13:42.091015,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T13:16:44.142697,,,,,,,,,,,,,,,,,,
10-1159,Airport -> Rawai,67,Sai Yuan,10247,2025-12-01T13:24:48.862814,,,,,2025-12-01T13:24:17.447999,,,,,,,,,,,,,
10-1151,Airport -> Rawai,67,Sai Yuan,10247,,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,18,Andaman Cannacia Resort,1565,2025-12-01T13:01:33.071568,,,,,,,,,,,,,,,,,,
