licence,route,stop_id,stop_name,stop_index,arrival_time,eta_pred_at_T0,accuracy_T0,eta_pred_at_T15,accuracy_T15,eta_pred_at_T30,accuracy_T30,eta_pred_at_T45,accuracy_T45,eta_pred_at_T60,accuracy_T60,eta_pred_at_T75,accuracy_T75,eta_pred_at_T90,accuracy_T90,eta_pred_at_T105,accuracy_T105,eta_pred_at_T120,accuracy_T120
10-1210,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,2025-12-01T13:15:40.919719,,2025-12-01T13:27:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T13:46:01.377803,,,2025-12-01T13:23:40.919719,,2025-12-01T13:35:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T13:50:34.173404,,,2025-12-01T13:27:40.919719,,2025-12-01T13:40:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T13:51:34.755875,,,2025-12-01T13:28:40.919719,,2025-12-01T13:41:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T13:55:07.072074,,,2025-12-01T13:32:40.919719,,2025-12-01T13:44:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T13:56:37.888297,,,2025-12-01T13:34:40.919719,,2025-12-01T13:46:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T13:58:38.970168,,,2025-12-01T13:36:40.919719,,2025-12-01T13:48:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T13:58:38.970168,,,2025-12-01T13:36:40.919719,,2025-12-01T13:49:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T14:01:40.734175,,,2025-12-01T13:39:40.919719,,2025-12-01T13:51:45.870166,,,,,,,,,,,,,
10-1210,Airport -> Rawai,67,Sai Yuan,10247,2025-12-01T14:08:45.562923,,,2025-12-01T13:47:40.919719,,2025-12-01T14:00:45.870166,,,,,,,,,,,,,
10-1196,Rawai -> Airport,38,Laguna,7313,2025-12-01T15:15:50.787456,2025-12-01T10:20:50.840864,295.0,2025-12-01T14:44:55.789981,30.92,2025-12-01T14:48:04.523159,27.77,2025-12-01T14:49:13.873817,26.62,2025-12-01T15:03:53.271652,11.96,2025-12-01T15:02:01.476696,13.82,2025-12-01T15:01:09.693035,14.68,2025-12-01T15:12:47.662272,3.05,,
10-1196,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-01T15:15:50.787456,2025-12-01T10:21:50.840864,294.0,2025-12-01T14:44:55.789981,30.92,2025-12-01T14:48:04.523159,27.77,2025-12-01T14:50:13.873817,25.62,2025-12-01T15:04:53.271652,10.96,2025-12-01T15:02:01.476696,13.82,2025-12-01T15:01:09.693035,14.68,2025-12-01T15:12:47.662272,3.05,,
10-1196,Rawai -> Airport,40,Baan Khian,8300,2025-12-01T15:23:55.240355,2025-12-01T10:30:50.840864,293.07,2025-12-01T14:53:55.789981,29.99,2025-12-01T14:58:04.523159,25.85,2025-12-01T14:59:13.873817,24.69,2025-12-01T15:13:53.271652,10.03,2025-12-01T15:12:01.476696,11.9,2025-12-01T15:11:09.693035,12.76,2025-12-01T15:22:47.662272,1.13,,
10-1196,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-01T15:35:00.996653,2025-12-01T10:32:50.840864,302.17,2025-12-01T14:56:55.789981,38.09,2025-12-01T15:00:04.523159,34.94,2025-12-01T15:02:13.873817,32.79,2025-12-01T15:16:53.271652,18.13,2025-12-01T15:14:01.476696,20.99,2025-12-01T15:13:09.693035,21.86,2025-12-01T15:24:47.662272,10.22,,
10-1219,Bus 2 -> Bus 1 -> Patong,115,Sanamchai,1246,2025-12-01T17:55:32.783933,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,68,Phuket Bus Terminal 1,1587,2025-12-01T17:55:32.783933,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,69,Sanamchai,1886,2025-12-01T12:33:46.010233,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,70,Satree Phuket School,2019,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,,,,,,,,,,,,,,,,,,,
10-1196,Airport -> Rawai,47,Lotus Cherngtalay,3837,2025-12-01T10:24:19.426530,,,2025-12-01T16:38:35.522293,,2025-12-01T16:44:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,48,Surin Beach,4456,2025-12-01T16:53:51.314187,,,2025-12-01T16:43:35.522293,,2025-12-01T16:50:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-01T16:56:52.966181,,,2025-12-01T16:47:35.522293,,2025-12-01T16:54:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-01T16:57:53.701902,,,2025-12-01T16:48:35.522293,,2025-12-01T16:55:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-01T16:58:54.345701,,,2025-12-01T16:49:35.522293,,2025-12-01T16:56:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,52,Big C Kamala,5396,2025-12-01T17:04:59.386241,,,2025-12-01T10:36:29.326215,,2025-12-01T16:59:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-01T17:13:38.640026,,,2025-12-01T10:46:29.326215,,2025-12-01T17:09:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,54,Kalim School,6540,2025-12-01T17:14:39.773720,,,2025-12-01T10:47:29.326215,,2025-12-01T17:10:44.904127,,,,,,,,,,,,,
10-1196,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-01T17:15:40.840914,,,2025-12-01T10:49:29.326215,,2025-12-01T10:50:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,56,Indigo Patong,6893,2025-12-01T17:19:45.304953,,,2025-12-01T10:53:29.326215,,2025-12-01T10:54:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,57,Patong PEA,7083,,,,2025-12-01T10:57:29.326215,,2025-12-01T10:57:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,2025-12-01T10:59:29.326215,,2025-12-01T10:59:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T17:49:54.886725,,,2025-12-01T11:07:29.326215,,2025-12-01T11:07:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T17:57:01.790985,,,2025-12-01T11:12:29.326215,,2025-12-01T11:11:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T17:57:32.270760,,,2025-12-01T11:13:29.326215,,2025-12-01T11:12:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T18:01:35.999423,,,2025-12-01T11:16:29.326215,,2025-12-01T11:16:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T18:03:37.911654,,,2025-12-01T11:18:29.326215,,2025-12-01T11:18:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T18:05:39.990770,,,2025-12-01T11:20:29.326215,,2025-12-01T11:20:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T18:08:43.043932,,,2025-12-01T11:21:29.326215,,2025-12-01T11:20:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T18:12:46.957710,,,2025-12-01T11:23:29.326215,,2025-12-01T11:23:18.075973,,,,,,,,,,,,,
10-1196,Airport -> Rawai,67,Sai Yuan,10247,2025-12-01T11:48:52.902073,,,2025-12-01T11:32:29.326215,,2025-12-01T11:31:18.075973,,,,,,,,,,,,,
10-1205,Rawai -> Airport,17,Sai Yuan,642,2025-12-01T10:28:35.956874,2025-12-01T10:28:19.361845,0.28,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,18,Andaman Cannacia Resort,1565,2025-12-01T10:35:59.472659,2025-12-01T10:37:19.361845,-1.33,,,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,19,Beyond hotel Kata,1728,2025-12-01T10:40:41.866070,2025-12-01T10:39:19.361845,1.38,2025-12-01T10:39:41.256984,1.01,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,20,Kata Palm,1780,2025-12-01T10:42:42.899919,2025-12-01T10:39:19.361845,3.39,2025-12-01T10:39:41.256984,3.03,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,21,OZO Kata,1937,2025-12-01T10:45:44.508462,2025-12-01T10:42:19.361845,3.42,2025-12-01T10:42:41.256984,3.05,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,22,Peach Blossom,1963,2025-12-01T10:46:45.170293,2025-12-01T10:42:19.361845,4.43,2025-12-01T10:42:41.256984,4.07,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,23,Karon Stadium,2064,2025-12-01T10:47:45.698855,2025-12-01T10:43:19.361845,4.44,2025-12-01T10:44:41.256984,3.07,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,24,Woraburi Karon,2369,2025-12-01T10:50:47.222136,2025-12-01T10:47:19.361845,3.46,2025-12-01T10:47:41.256984,3.1,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,25,Karon Circle,2454,2025-12-01T10:50:47.222136,2025-12-01T10:48:19.361845,2.46,2025-12-01T10:48:41.256984,2.1,,,,,,,,,,,,,,
10-1205,Rawai -> Airport,26,Secret cliff resort ,2997,2025-12-01T11:02:54.809571,2025-12-01T10:53:19.361845,9.59,2025-12-01T10:54:41.256984,8.23,2025-12-01T10:59:49.569925,3.09,,,,,,,,,,,,
10-1205,Rawai -> Airport,27,Patong Bus Stop,3674,2025-12-01T11:09:58.994091,2025-12-01T10:59:19.361845,10.66,2025-12-01T11:00:41.256984,9.3,2025-12-01T11:05:49.569925,4.16,2025-12-01T11:09:28.677388,0.51,,,,,,,,,,
10-1205,Rawai -> Airport,28,Bangla Patong ,3858,2025-12-01T11:38:45.788283,2025-12-01T11:02:19.361845,36.44,2025-12-01T11:03:41.256984,35.08,2025-12-01T11:08:49.569925,29.94,2025-12-01T11:13:28.677388,25.29,,,,,,,,,,
10-1205,Rawai -> Airport,29,Four Point Patong,4204,2025-12-01T11:38:45.788283,2025-12-01T11:08:19.361845,30.44,2025-12-01T11:08:41.256984,30.08,2025-12-01T11:14:49.569925,23.94,2025-12-01T11:18:28.677388,20.29,,,,,,,,,,
10-1205,Rawai -> Airport,30,Kalim School,4320,2025-12-01T11:38:45.788283,2025-12-01T11:08:19.361845,30.44,2025-12-01T11:09:41.256984,29.08,2025-12-01T11:15:49.569925,22.94,2025-12-01T11:19:28.677388,19.29,,,,,,,,,,
10-1205,Rawai -> Airport,31,Kalim Bus Stop,4437,2025-12-01T11:38:45.788283,2025-12-01T11:10:19.361845,28.44,2025-12-01T11:10:41.256984,28.08,2025-12-01T11:16:49.569925,21.94,2025-12-01T11:20:28.677388,18.29,,,,,,,,,,
10-1205,Rawai -> Airport,32,Big C Kamala,5519,2025-12-01T11:44:49.247073,2025-12-01T11:20:19.361845,24.5,2025-12-01T11:21:41.256984,23.13,2025-12-01T11:26:49.569925,17.99,2025-12-01T11:31:28.677388,13.34,2025-12-01T11:46:45.788283,-1.94,2025-12-01T11:46:46.417562,-1.95,,,,,,
10-1205,Rawai -> Airport,33,Phuket Fantasea,5751,2025-12-01T11:48:51.850977,2025-12-01T11:22:19.361845,26.54,2025-12-01T11:23:41.256984,25.18,2025-12-01T11:28:49.569925,20.04,2025-12-01T11:33:28.677388,15.39,2025-12-01T11:48:45.788283,0.1,2025-12-01T11:48:46.417562,0.09,,,,,,
10-1205,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,2025-12-01T11:48:51.850977,2025-12-01T11:23:19.361845,25.54,2025-12-01T11:24:41.256984,24.18,2025-12-01T11:29:49.569925,19.04,2025-12-01T11:34:28.677388,14.39,2025-12-01T11:49:45.788283,-0.9,2025-12-01T11:49:46.417562,-0.91,,,,,,
10-1205,Rawai -> Airport,35,Cafe De Mar,5945,2025-12-01T11:49:52.586539,2025-12-01T11:24:19.361845,25.55,2025-12-01T11:25:41.256984,24.19,2025-12-01T11:30:49.569925,19.05,2025-12-01T11:35:28.677388,14.4,2025-12-01T11:49:45.788283,0.11,2025-12-01T11:50:46.417562,-0.9,,,,,,
10-1205,Rawai -> Airport,36,Surin Beach,6442,2025-12-01T11:54:55.439803,2025-12-01T11:29:19.361845,25.6,2025-12-01T11:29:41.256984,25.24,2025-12-01T11:35:49.569925,19.1,2025-12-01T11:39:28.677388,15.45,2025-12-01T11:54:45.788283,0.16,2025-12-01T11:54:46.417562,0.15,2025-12-01T11:54:25.160295,0.5,,,,
10-1205,Rawai -> Airport,37,Lotus Cherngtalay,7024,2025-12-01T12:01:59.555727,2025-12-01T11:36:19.361845,25.67,2025-12-01T11:37:41.256984,24.3,2025-12-01T11:42:49.569925,19.17,2025-12-01T11:47:28.677388,14.51,2025-12-01T12:02:45.788283,-0.77,2025-12-01T12:02:46.417562,-0.78,2025-12-01T12:02:25.160295,-0.43,,,,
10-1205,Rawai -> Airport,38,Laguna,7313,2025-12-01T12:10:34.698933,2025-12-01T11:42:19.361845,28.26,2025-12-01T11:42:41.256984,27.89,2025-12-01T11:48:49.569925,21.75,2025-12-01T11:52:28.677388,18.1,2025-12-01T12:07:45.788283,2.82,2025-12-01T12:07:46.417562,2.8,2025-12-01T12:07:25.160295,3.16,,,,
10-1205,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-01T12:11:35.242959,2025-12-01T11:42:19.361845,29.26,2025-12-01T11:43:41.256984,27.9,2025-12-01T11:48:49.569925,22.76,2025-12-01T11:53:28.677388,18.11,2025-12-01T12:07:45.788283,3.82,2025-12-01T12:08:46.417562,2.81,2025-12-01T12:08:25.160295,3.17,,,,
10-1205,Rawai -> Airport,40,Baan Khian,8300,2025-12-01T12:18:39.140673,2025-12-01T11:52:19.361845,26.33,2025-12-01T11:52:41.256984,25.96,2025-12-01T11:58:49.569925,19.83,2025-12-01T12:02:28.677388,16.17,2025-12-01T12:17:45.788283,0.89,2025-12-01T12:17:46.417562,0.88,2025-12-01T12:17:25.160295,1.23,,,,
10-1205,Rawai -> Airport,41,Thalang Public Health Office,8532,,2025-12-01T11:54:19.361845,,2025-12-01T11:54:41.256984,,2025-12-01T12:00:49.569925,,2025-12-01T12:04:28.677388,,2025-12-01T12:19:45.788283,,2025-12-01T12:20:46.417562,,2025-12-01T12:20:25.160295,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,68,Phuket Bus Terminal 1,1587,2025-12-01T17:55:32.783933,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,69,Sanamchai,1886,2025-12-01T12:33:46.010233,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,70,Satree Phuket School,2019,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,,,,,,,,,,,,,,,,,,,
10-1219,Dragon Line,6,Pearl Hotel Phuket,333,2025-12-01T10:25:49.522741,2025-12-01T10:24:48.501450,1.02,,,,,,,,,,,,,,,,
10-1219,Dragon Line,7,Mc Donald's,435,2025-12-01T10:25:49.522741,2025-12-01T10:26:48.501450,-0.98,,,,,,,,,,,,,,,,
10-1219,Dragon Line,8,Surin Circle Clock Tower,523,2025-12-01T10:25:49.522741,2025-12-01T10:28:48.501450,-2.98,,,,,,,,,,,,,,,,
10-1219,Dragon Line,9,Municipal Parking,593,,2025-12-01T10:29:48.501450,,,,,,,,,,,,,,,,,
10-1219,Dragon Line,10,Krungsri Bank,647,,2025-12-01T10:30:48.501450,,,,,,,,,,,,,,,,,
10-1219,Dragon Line,11,WANLAMUN & EGG E EGG @ OLD TOWN,692,,2025-12-01T10:31:48.501450,,,,,,,,,,,,,,,,,
10-1219,Dragon Line,12,Phuket Thaihua Museum,760,,2025-12-01T10:33:48.501450,,,,,,,,,,,,,,,,,
10-1219,Dragon Line,13,Dibuk Road,830,,2025-12-01T10:34:48.501450,,,,,,,,,,,,,,,,,
10-1219,Dragon Line,14,Mongkhonnimit Temple,886,,2025-12-01T10:35:48.501450,,,,,,,,,,,,,,,,,
10-1219,Dragon Line,15,Limelight Phuket,960,,2025-12-01T10:37:48.501450,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,2,Queen Sirikit Park,56,2025-12-01T17:20:42.140452,2025-12-01T10:25:49.522741,414.88,,,,,,,,,,,,,,,,
10-1265,Dragon Line,3,Old Town Intersection,134,2025-12-01T17:26:47.786218,2025-12-01T10:26:49.522741,419.97,,,,,,,,,,,,,,,,
10-1265,Dragon Line,4,Government Savings Bank,159,2025-12-01T17:26:47.786218,2025-12-01T10:26:49.522741,419.97,,,,,,,,,,,,,,,,
10-1265,Dragon Line,5,Royal Phuket City Hotel,243,2025-12-01T17:31:52.774058,2025-12-01T10:28:49.522741,423.05,,,,,,,,,,,,,,,,
10-1265,Dragon Line,6,Pearl Hotel Phuket,333,2025-12-01T17:32:54.363179,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,7,Mc Donald's,435,2025-12-01T17:33:55.389613,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,8,Surin Circle Clock Tower,523,2025-12-01T17:36:27.945644,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,9,Municipal Parking,593,2025-12-01T17:37:59.354738,,,2025-12-01T15:47:46.817364,,,,,,,,,,,,,,,
10-1265,Dragon Line,10,Krungsri Bank,647,2025-12-01T17:37:59.354738,,,2025-12-01T13:39:12.196222,,,,,,,,,,,,,,,
10-1265,Dragon Line,11,WANLAMUN & EGG E EGG @ OLD TOWN,692,2025-12-01T17:39:00.332220,,,2025-12-01T11:04:53.504461,,,,,,,,,,,,,,,
10-1265,Dragon Line,12,Phuket Thaihua Museum,760,2025-12-01T17:41:02.493017,,,2025-12-01T11:06:53.504461,,,,,,,,,,,,,,,
10-1265,Dragon Line,13,Dibuk Road,830,2025-12-01T17:42:33.919250,,,2025-12-01T11:07:53.504461,,,,,,,,,,,,,,,
10-1265,Dragon Line,14,Mongkhonnimit Temple,886,2025-12-01T17:44:35.974479,,,2025-12-01T11:08:53.504461,,,,,,,,,,,,,,,
10-1265,Dragon Line,15,Limelight Phuket,960,2025-12-01T17:20:42.140452,,,2025-12-01T11:10:53.504461,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-01T14:53:38.837692,2025-12-01T10:27:50.571755,265.8,2025-12-01T14:27:39.828692,25.98,2025-12-01T14:33:48.620518,19.84,2025-12-01T14:35:57.750525,17.68,2025-12-01T14:49:36.710758,4.04,2025-12-01T14:49:45.389930,3.89,2025-12-01T14:46:54.631627,6.74,,,,
10-1151,Airport -> Rawai,45,Cherngtalay School,3541,2025-12-01T17:51:56.746749,,,2025-12-01T17:33:14.746209,,2025-12-01T17:44:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,46,Laguna,3576,2025-12-01T17:54:59.855296,,,2025-12-01T17:33:14.746209,,2025-12-01T17:44:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,47,Lotus Cherngtalay,3837,2025-12-01T18:07:41.981714,,,2025-12-01T17:37:14.746209,,2025-12-01T17:48:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,48,Surin Beach,4456,2025-12-01T18:14:48.977359,,,2025-12-01T17:43:14.746209,,2025-12-01T17:53:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-01T10:59:53.610062,,,2025-12-01T17:47:14.746209,,2025-12-01T17:58:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-01T10:59:53.610062,,,2025-12-01T17:48:14.746209,,2025-12-01T17:59:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-01T11:00:54.167538,,,2025-12-01T17:49:14.746209,,2025-12-01T18:00:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,52,Big C Kamala,5396,2025-12-01T11:05:57.334118,,,2025-12-01T11:04:55.854151,,2025-12-01T18:02:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-01T11:15:02.629154,,,2025-12-01T11:14:55.854151,,2025-12-01T18:13:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,54,Kalim School,6540,2025-12-01T11:15:32.905820,,,2025-12-01T11:16:55.854151,,2025-12-01T18:14:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-01T11:15:32.905820,,,2025-12-01T11:17:55.854151,,2025-12-01T18:15:30.174267,,,,,,,,,,,,,
10-1151,Airport -> Rawai,56,Indigo Patong,6893,2025-12-01T11:19:35.261648,,,2025-12-01T11:21:55.854151,,2025-12-01T11:19:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,57,Patong PEA,7083,,,,2025-12-01T11:25:55.854151,,2025-12-01T11:21:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,2025-12-01T11:27:55.854151,,2025-12-01T11:22:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-01T11:37:46.640447,,,2025-12-01T11:35:55.854151,,2025-12-01T11:30:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,60,Karon Circle,8431,2025-12-01T11:43:50.036816,,,2025-12-01T11:40:55.854151,,2025-12-01T11:34:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-01T11:44:50.549631,,,2025-12-01T11:41:55.854151,,2025-12-01T11:36:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,62,Karon Stadium,8823,2025-12-01T11:48:52.902073,,,2025-12-01T11:44:55.854151,,2025-12-01T11:39:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,63,OZO Phuket,8979,2025-12-01T11:51:54.714381,,,2025-12-01T11:46:55.854151,,2025-12-01T11:41:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,64,Kata Palm,9111,2025-12-01T11:53:55.848501,,,2025-12-01T11:48:55.854151,,2025-12-01T11:43:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-01T11:57:58.454556,,,2025-12-01T11:49:55.854151,,2025-12-01T11:44:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-01T12:05:32.762804,,,2025-12-01T11:51:55.854151,,2025-12-01T11:46:04.940511,,,,,,,,,,,,,
10-1151,Airport -> Rawai,67,Sai Yuan,10247,2025-12-01T12:13:37.555893,,,2025-12-01T12:00:55.854151,,2025-12-01T11:54:04.940511,,,,,,,,,,,,,
10-1151,Rawai -> Airport,40,Baan Khian,8300,2025-12-01T14:49:36.608174,2025-12-01T10:33:37.046849,255.99,2025-12-01T14:24:39.828692,24.95,2025-12-01T14:31:48.620518,17.8,2025-12-01T14:32:57.750525,16.65,2025-12-01T14:47:36.710758,2.0,2025-12-01T14:46:45.389930,2.85,2025-12-01T14:43:54.631627,5.7,,,,
10-1151,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-01T14:53:38.837692,,,2025-12-01T14:27:39.828692,,2025-12-01T14:33:48.620518,,2025-12-01T14:35:57.750525,,2025-12-01T14:49:36.710758,,2025-12-01T14:49:45.389930,,2025-12-01T14:46:54.631627,,,,,
10-1147,Airport -> Rawai,43,Thalang Public Health Office,2368,2025-12-01T12:49:27.771391,2025-12-01T10:50:29.326215,118.97,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,44,Baan Khian,2586,2025-12-01T12:52:59.887232,2025-12-01T10:52:29.326215,120.51,2025-12-01T12:52:28.904888,0.52,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,45,Cherngtalay School,3541,2025-12-01T13:03:05.196660,2025-12-01T11:01:29.326215,121.6,2025-12-01T13:01:28.904888,1.6,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,46,Laguna,3576,2025-12-01T13:03:05.196660,2025-12-01T11:01:29.326215,121.6,2025-12-01T13:01:28.904888,1.6,,,,,,,,,,,,,,
