licence,route,stop_id,stop_name,stop_index,arrival_time,eta_pred_at_T0,accuracy_T0,eta_pred_at_T15,accuracy_T15,eta_pred_at_T30,accuracy_T30,eta_pred_at_T45,accuracy_T45,eta_pred_at_T60,accuracy_T60,eta_pred_at_T75,accuracy_T75,eta_pred_at_T90,accuracy_T90,eta_pred_at_T105,accuracy_T105,eta_pred_at_T120,accuracy_T120
10-1204,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T10:03:22.911706,2025-12-02T10:02:19.458549,1.06,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T10:08:26.570382,2025-12-02T10:07:19.458549,1.12,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T10:08:26.570382,2025-12-02T10:08:19.458549,0.12,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T10:12:29.051031,2025-12-02T10:11:19.458549,1.16,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T10:14:19.458549,,2025-12-02T10:14:29.051031,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T10:16:19.458549,,2025-12-02T10:16:29.051031,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T10:16:19.458549,,2025-12-02T10:16:29.051031,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T10:19:19.458549,,2025-12-02T10:19:29.051031,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T10:27:19.458549,,2025-12-02T10:27:29.051031,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,45,Cherngtalay School,3541,2025-12-02T10:09:27.409340,2025-12-02T10:05:20.076145,4.12,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,46,Laguna,3576,2025-12-02T10:12:29.051031,2025-12-02T10:05:20.076145,7.15,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,47,Lotus Cherngtalay,3837,,2025-12-02T10:09:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,48,Surin Beach,4456,,2025-12-02T10:15:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,49,Intercontinental Kamala,4912,,2025-12-02T10:19:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,2025-12-02T10:20:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-12-02T10:21:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,52,Big C Kamala,5396,,2025-12-02T10:24:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-12-02T10:34:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,54,Kalim School,6540,,2025-12-02T10:35:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-12-02T10:36:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,56,Indigo Patong,6893,,2025-12-02T10:41:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,57,Patong PEA,7083,,2025-12-02T10:45:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-12-02T10:47:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-12-02T10:55:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,60,Karon Circle,8431,,2025-12-02T10:59:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,61,Woraburi Karon,8523,,2025-12-02T11:00:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,62,Karon Stadium,8823,,2025-12-02T11:04:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T11:06:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T11:08:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T11:08:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T11:11:20.076145,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T11:19:20.076145,,,,,,,,,,,,,,,,,
10-1152,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T10:02:21.198174,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,18,Andaman Cannacia Resort,1565,2025-12-02T10:08:26.315704,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,19,Beyond hotel Kata,1728,2025-12-02T10:09:26.979608,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,20,Kata Palm,1780,2025-12-02T10:10:27.544539,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,21,OZO Kata,1937,2025-12-02T10:11:28.103771,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,22,Peach Blossom,1963,2025-12-02T10:12:28.661251,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,23,Karon Stadium,2064,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,24,Woraburi Karon,2369,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,25,Karon Circle,2454,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,26,Secret cliff resort ,2997,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,27,Patong Bus Stop,3674,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,28,Bangla Patong ,3858,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,29,Four Point Patong,4204,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,30,Kalim School,4320,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,31,Kalim Bus Stop,4437,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,32,Big C Kamala,5519,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,33,Phuket Fantasea,5751,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,35,Cafe De Mar,5945,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,36,Surin Beach,6442,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,37,Lotus Cherngtalay,7024,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,38,Laguna,7313,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,39,Cherngtalay School,7346,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,40,Baan Khian,8300,,,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,41,Thalang Public Health Office,8532,,,,,,,,,,,,,,,,,,,
10-1210,Rawai -> Airport,40,Baan Khian,8300,,2025-12-02T10:04:21.774556,,,,,,,,,,,,,,,,,
10-1210,Rawai -> Airport,41,Thalang Public Health Office,8532,,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,5,Royal Phuket City Hotel,243,2025-12-02T10:03:21.442930,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,6,Pearl Hotel Phuket,333,2025-12-02T10:04:22.026951,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,7,Mc Donald's,435,2025-12-02T10:05:22.548523,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,8,Surin Circle Clock Tower,523,2025-12-02T10:07:23.537801,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,9,Municipal Parking,593,2025-12-02T10:08:24.071200,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,10,Krungsri Bank,647,2025-12-02T10:10:25.121318,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,11,WANLAMUN & EGG E EGG @ OLD TOWN,692,2025-12-02T10:11:25.618346,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,12,Phuket Thaihua Museum,760,,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,13,Dibuk Road,830,,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,14,Mongkhonnimit Temple,886,,,,,,,,,,,,,,,,,,,
10-1265,Dragon Line,15,Limelight Phuket,960,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,45,Cherngtalay School,3541,2025-12-02T10:09:27.409340,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,46,Laguna,3576,2025-12-02T10:12:29.051031,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,47,Lotus Cherngtalay,3837,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,48,Surin Beach,4456,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,49,Intercontinental Kamala,4912,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,51,Phuket Fantasea,5136,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,52,Big C Kamala,5396,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,53,Kalim Bus Stop,6450,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,54,Kalim School,6540,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,56,Indigo Patong,6893,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,57,Patong PEA,7083,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,59,Secret cliff resort ,7899,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,60,Karon Circle,8431,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,61,Woraburi Karon,8523,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,62,Karon Stadium,8823,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,63,OZO Phuket,8979,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,64,Kata Palm,9111,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,65,Beyond hotel Kata,9157,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,,,,,,,,,,,,,,,,,,
10-1210,Airport -> Rawai,67,Sai Yuan,10247,,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,19,Beyond hotel Kata,1728,2025-12-02T10:04:23.738052,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,20,Kata Palm,1780,2025-12-02T10:06:25.174384,,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,21,OZO Kata,1937,2025-12-02T10:08:26.315704,2025-12-02T10:06:22.960182,2.06,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,22,Peach Blossom,1963,2025-12-02T10:08:26.315704,2025-12-02T10:06:22.960182,2.06,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,23,Karon Stadium,2064,2025-12-02T10:10:27.544539,2025-12-02T10:08:22.960182,2.08,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,24,Woraburi Karon,2369,2025-12-02T10:12:28.661251,2025-12-02T10:11:22.960182,1.1,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,25,Karon Circle,2454,,2025-12-02T10:12:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,26,Secret cliff resort ,2997,,2025-12-02T10:18:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,27,Patong Bus Stop,3674,,2025-12-02T10:24:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,28,Bangla Patong ,3858,,2025-12-02T10:27:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,29,Four Point Patong,4204,,2025-12-02T10:32:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,30,Kalim School,4320,,2025-12-02T10:33:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,31,Kalim Bus Stop,4437,,2025-12-02T10:34:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,32,Big C Kamala,5519,,2025-12-02T10:45:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,33,Phuket Fantasea,5751,,2025-12-02T10:47:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,,2025-12-02T10:48:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,35,Cafe De Mar,5945,,2025-12-02T10:49:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,36,Surin Beach,6442,,2025-12-02T10:53:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,37,Lotus Cherngtalay,7024,,2025-12-02T11:01:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,38,Laguna,7313,,2025-12-02T11:06:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,39,Cherngtalay School,7346,,2025-12-02T11:07:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,40,Baan Khian,8300,,2025-12-02T11:16:22.960182,,,,,,,,,,,,,,,,,
10-1153,Rawai -> Airport,41,Thalang Public Health Office,8532,,2025-12-02T11:18:22.960182,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,43,Thalang Public Health Office,2368,,2025-12-02T10:19:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,44,Baan Khian,2586,,2025-12-02T10:22:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,45,Cherngtalay School,3541,,2025-12-02T10:31:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,46,Laguna,3576,,2025-12-02T10:31:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,47,Lotus Cherngtalay,3837,,2025-12-02T10:35:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,48,Surin Beach,4456,,2025-12-02T10:41:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,49,Intercontinental Kamala,4912,,2025-12-02T10:45:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,2025-12-02T10:46:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-12-02T10:47:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,52,Big C Kamala,5396,,2025-12-02T10:50:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-12-02T11:00:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,54,Kalim School,6540,,2025-12-02T11:01:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-12-02T11:03:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,56,Indigo Patong,6893,,2025-12-02T11:07:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,57,Patong PEA,7083,,2025-12-02T11:11:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-12-02T11:13:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-12-02T11:21:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,60,Karon Circle,8431,,2025-12-02T11:25:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,61,Woraburi Karon,8523,,2025-12-02T11:27:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,62,Karon Stadium,8823,,2025-12-02T11:30:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T11:32:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T11:34:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T11:35:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T11:37:23.726214,,,,,,,,,,,,,,,,,
10-1149,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T11:45:23.726214,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,47,Lotus Cherngtalay,3837,,2025-12-02T10:06:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,48,Surin Beach,4456,,2025-12-02T10:12:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,49,Intercontinental Kamala,4912,,2025-12-02T10:16:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,2025-12-02T10:17:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-12-02T10:18:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,52,Big C Kamala,5396,,2025-12-02T10:21:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-12-02T10:31:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,54,Kalim School,6540,,2025-12-02T10:33:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-12-02T10:34:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,56,Indigo Patong,6893,,2025-12-02T10:39:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,57,Patong PEA,7083,,2025-12-02T10:42:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-12-02T10:44:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-12-02T10:52:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,60,Karon Circle,8431,,2025-12-02T10:57:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,61,Woraburi Karon,8523,,2025-12-02T10:58:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,62,Karon Stadium,8823,,2025-12-02T11:01:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T11:03:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T11:05:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T11:06:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T11:08:24.429343,,,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T11:17:24.429343,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,38,Laguna,7313,2025-12-02T10:10:27.544539,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-02T10:10:27.544539,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,40,Baan Khian,8300,,,,,,,,,,,,,,,,,,,
10-1151,Rawai -> Airport,41,Thalang Public Health Office,8532,,,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,43,Thalang Public Health Office,2368,,2025-12-02T10:23:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,44,Baan Khian,2586,,2025-12-02T10:25:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,45,Cherngtalay School,3541,,2025-12-02T10:34:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,46,Laguna,3576,,2025-12-02T10:34:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,47,Lotus Cherngtalay,3837,,2025-12-02T10:38:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,48,Surin Beach,4456,,2025-12-02T10:44:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,49,Intercontinental Kamala,4912,,2025-12-02T10:48:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,2025-12-02T10:49:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-12-02T10:50:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,52,Big C Kamala,5396,,2025-12-02T10:53:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-12-02T11:03:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,54,Kalim School,6540,,2025-12-02T11:04:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-12-02T11:06:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,56,Indigo Patong,6893,,2025-12-02T11:10:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,57,Patong PEA,7083,,2025-12-02T11:14:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-12-02T11:16:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-12-02T11:24:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,60,Karon Circle,8431,,2025-12-02T11:29:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,61,Woraburi Karon,8523,,2025-12-02T11:30:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,62,Karon Stadium,8823,,2025-12-02T11:33:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T11:35:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T11:37:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T11:38:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T11:40:26.570382,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T11:49:26.570382,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,108,Big C Market Thepkrasattri,205,2025-12-02T10:12:27.426183,2025-12-02T10:11:26.194764,1.02,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,109,Ban Kuku School,427,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,110,Dcondo Campus Kuku,522,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,111,Soi Thachin,680,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,112,Big C Mini Kingkaew,789,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,113,Baan Natkamon,939,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,114,Phuket Provincial Cooperative Office,1116,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,115,Sanamchai,1246,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,68,Phuket Bus Terminal 1,1587,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,69,Sanamchai,1886,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,70,Satree Phuket School,2019,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,69,Sanamchai,1886,2025-12-02T10:11:26.947822,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,70,Satree Phuket School,2019,2025-12-02T10:12:27.426183,2025-12-02T10:12:26.194764,0.02,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,,2025-12-02T10:13:26.194764,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,,2025-12-02T10:16:26.194764,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,,2025-12-02T10:19:26.194764,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,,2025-12-02T10:21:26.194764,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,,2025-12-02T10:22:26.194764,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,,2025-12-02T10:23:26.194764,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,,2025-12-02T10:26:26.194764,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,,2025-12-02T10:28:26.194764,,,,,,,,,,,,,,,,,
