licence,route,stop_id,stop_name,stop_index,arrival_time,eta_pred_at_T0,accuracy_T0,eta_pred_at_T15,accuracy_T15,eta_pred_at_T30,accuracy_T30,eta_pred_at_T45,accuracy_T45,eta_pred_at_T60,accuracy_T60,eta_pred_at_T75,accuracy_T75,eta_pred_at_T90,accuracy_T90,eta_pred_at_T105,accuracy_T105,eta_pred_at_T120,accuracy_T120
10-1150,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-12-02T10:47:16.113805,,2025-12-02T10:45:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,60,Karon Circle,8431,,2025-12-02T10:52:16.113805,,2025-12-02T10:50:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,61,Woraburi Karon,8523,,2025-12-02T10:53:16.113805,,2025-12-02T10:51:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,62,Karon Stadium,8823,,2025-12-02T10:56:16.113805,,2025-12-02T10:54:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T10:59:16.113805,,2025-12-02T10:57:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T11:01:16.113805,,2025-12-02T10:58:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T11:01:16.113805,,2025-12-02T10:59:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T11:04:16.113805,,2025-12-02T11:01:26.570382,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T11:12:16.113805,,2025-12-02T11:10:26.570382,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,87,Siko,1652,2025-12-02T10:00:20.896464,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,88,PTT Station Kathu,1843,2025-12-02T10:01:21.466306,2025-12-02T09:55:16.114582,6.09,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,89,Kathu Fresh Market,2031,2025-12-02T10:06:24.079169,2025-12-02T09:57:16.114582,9.13,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,90,Andamanda Phuket Waterpark,2377,2025-12-02T10:09:25.740445,2025-12-02T09:59:16.114582,10.16,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,91,Lotus Samkong,2484,2025-12-02T10:11:26.814381,2025-12-02T10:00:16.114582,11.18,2025-12-02T10:09:25.119241,2.03,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,92,Chillva Market,2580,,2025-12-02T10:01:16.114582,,2025-12-02T10:09:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,93,Bangkok Hospital Phuket,2727,,2025-12-02T10:04:16.114582,,2025-12-02T10:12:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,94,Vachira Phuket Hospital,2966,,2025-12-02T10:07:16.114582,,2025-12-02T10:15:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,95,Phuket Wittayalai School,3184,,2025-12-02T10:10:16.114582,,2025-12-02T10:18:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,96,Satree Phuket School,3270,,2025-12-02T10:11:16.114582,,2025-12-02T10:19:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,115,Sanamchai,3411,,2025-12-02T10:13:16.114582,,2025-12-02T10:21:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,98,Phuket Bus Terminal 1,3774,,2025-12-02T10:23:16.114582,,2025-12-02T10:31:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,99,Sanamchai,4052,,2025-12-02T10:27:16.114582,,2025-12-02T10:35:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,100,Phuket Provincial Cooperative Office,4180,,2025-12-02T10:28:16.114582,,2025-12-02T10:36:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,101,Baan Natkamon,4358,,2025-12-02T10:30:16.114582,,2025-12-02T10:38:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,102,Big C Mini Kingkaew,4507,,2025-12-02T10:32:16.114582,,2025-12-02T10:40:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,103,Soi Thachin,4616,,2025-12-02T10:33:16.114582,,2025-12-02T10:41:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,104,Dcondo Campus Kuku,4776,,2025-12-02T10:34:16.114582,,2025-12-02T10:42:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,105,Ban Kuku School,4859,,2025-12-02T10:35:16.114582,,2025-12-02T10:43:25.119241,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,106,Big C Market Thepkrasattri,5122,,2025-12-02T10:37:16.114582,,2025-12-02T10:45:25.119241,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,17,Sai Yuan,642,2025-12-02T09:59:20.568314,2025-12-02T09:56:16.113971,3.07,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,18,Andaman Cannacia Resort,1565,2025-12-02T10:08:26.315704,2025-12-02T10:05:16.113971,3.17,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,19,Beyond hotel Kata,1728,2025-12-02T10:09:26.979608,2025-12-02T10:07:16.113971,2.18,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,20,Kata Palm,1780,2025-12-02T10:10:27.544539,2025-12-02T10:07:16.113971,3.19,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,21,OZO Kata,1937,2025-12-02T10:11:28.103771,2025-12-02T10:10:16.113971,1.2,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,22,Peach Blossom,1963,2025-12-02T10:12:28.661251,2025-12-02T10:10:16.113971,2.21,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,23,Karon Stadium,2064,,2025-12-02T10:11:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,24,Woraburi Karon,2369,,2025-12-02T10:15:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,25,Karon Circle,2454,,2025-12-02T10:16:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,26,Secret cliff resort ,2997,,2025-12-02T10:21:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,27,Patong Bus Stop,3674,,2025-12-02T10:27:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,28,Bangla Patong ,3858,,2025-12-02T10:30:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,29,Four Point Patong,4204,,2025-12-02T10:36:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,30,Kalim School,4320,,2025-12-02T10:37:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,31,Kalim Bus Stop,4437,,2025-12-02T10:38:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,32,Big C Kamala,5519,,2025-12-02T10:48:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,33,Phuket Fantasea,5751,,2025-12-02T10:50:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,,2025-12-02T10:51:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,35,Cafe De Mar,5945,,2025-12-02T10:52:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,36,Surin Beach,6442,,2025-12-02T10:57:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,37,Lotus Cherngtalay,7024,,2025-12-02T11:04:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,38,Laguna,7313,,2025-12-02T11:10:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,39,Cherngtalay School,7346,,2025-12-02T11:10:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,40,Baan Khian,8300,,2025-12-02T11:20:16.113971,,,,,,,,,,,,,,,,,
10-1152,Rawai -> Airport,41,Thalang Public Health Office,8532,,2025-12-02T11:22:16.113971,,,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,48,Surin Beach,4456,2025-12-02T09:54:17.627862,,,,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-02T09:58:20.076145,2025-12-02T09:58:16.113805,0.07,,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-02T09:59:20.697509,2025-12-02T09:59:16.113805,0.08,,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-02T10:00:21.198174,2025-12-02T10:00:16.113805,0.08,,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,52,Big C Kamala,5396,2025-12-02T10:03:22.911706,2025-12-02T10:02:16.113805,1.11,,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-02T10:11:28.506597,2025-12-02T10:13:16.113805,-1.79,2025-12-02T10:11:26.570382,0.03,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,54,Kalim School,6540,2025-12-02T10:11:28.506597,2025-12-02T10:14:16.113805,-2.79,2025-12-02T10:12:26.570382,-0.97,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-02T10:11:28.506597,2025-12-02T10:15:16.113805,-3.79,2025-12-02T10:13:26.570382,-1.97,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,56,Indigo Patong,6893,,2025-12-02T10:20:16.113805,,2025-12-02T10:18:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,57,Patong PEA,7083,,2025-12-02T10:24:16.113805,,2025-12-02T10:22:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-12-02T10:25:16.113805,,2025-12-02T10:24:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-12-02T10:33:16.113805,,2025-12-02T10:32:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,60,Karon Circle,8431,,2025-12-02T10:38:16.113805,,2025-12-02T10:36:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,61,Woraburi Karon,8523,,2025-12-02T10:39:16.113805,,2025-12-02T10:37:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,62,Karon Stadium,8823,,2025-12-02T10:42:16.113805,,2025-12-02T10:41:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T10:45:16.113805,,2025-12-02T10:43:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T10:46:16.113805,,2025-12-02T10:45:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T10:47:16.113805,,2025-12-02T10:45:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T10:49:16.113805,,2025-12-02T10:48:26.570382,,,,,,,,,,,,,,,
10-1212,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T10:58:16.113805,,2025-12-02T10:56:26.570382,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,29,Four Point Patong,4204,2025-12-02T09:57:19.364496,2025-12-02T09:57:16.113971,0.05,,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,30,Kalim School,4320,2025-12-02T09:59:20.568314,2025-12-02T09:58:16.113971,1.07,,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,31,Kalim Bus Stop,4437,2025-12-02T09:59:20.568314,2025-12-02T09:59:16.113971,0.07,,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,32,Big C Kamala,5519,2025-12-02T10:08:26.315704,2025-12-02T10:10:16.113971,-1.83,,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,33,Phuket Fantasea,5751,2025-12-02T10:12:28.661251,2025-12-02T10:12:16.113971,0.21,2025-12-02T10:09:26.315704,3.04,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,,2025-12-02T10:13:16.113971,,2025-12-02T10:11:26.315704,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,35,Cafe De Mar,5945,,2025-12-02T10:13:16.113971,,2025-12-02T10:11:26.315704,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,36,Surin Beach,6442,,2025-12-02T10:18:16.113971,,2025-12-02T10:16:26.315704,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,37,Lotus Cherngtalay,7024,,2025-12-02T10:26:16.113971,,2025-12-02T10:24:26.315704,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,38,Laguna,7313,,2025-12-02T10:31:16.113971,,2025-12-02T10:29:26.315704,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,39,Cherngtalay School,7346,,2025-12-02T10:31:16.113971,,2025-12-02T10:29:26.315704,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,40,Baan Khian,8300,,2025-12-02T10:41:16.113971,,2025-12-02T10:39:26.315704,,,,,,,,,,,,,,,
10-1208,Rawai -> Airport,41,Thalang Public Health Office,8532,,2025-12-02T10:43:16.113971,,2025-12-02T10:41:26.315704,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,69,Sanamchai,1886,,2025-12-02T10:02:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,70,Satree Phuket School,2019,,2025-12-02T10:04:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,,2025-12-02T10:06:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,,2025-12-02T10:09:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,,2025-12-02T10:12:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,,2025-12-02T10:14:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,,2025-12-02T10:15:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,,2025-12-02T10:17:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,,2025-12-02T10:19:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,,2025-12-02T10:21:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,,2025-12-02T10:23:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,,2025-12-02T10:24:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,81,Coffee Mania,4922,,2025-12-02T10:41:18.461583,,,,,,,,,,,,,,,,,
10-1265,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,,2025-12-02T10:45:18.461583,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,43,Thalang Public Health Office,2368,,2025-12-02T10:12:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,44,Baan Khian,2586,,2025-12-02T10:14:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,45,Cherngtalay School,3541,,2025-12-02T10:23:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,46,Laguna,3576,,2025-12-02T10:24:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,47,Lotus Cherngtalay,3837,,2025-12-02T10:27:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,48,Surin Beach,4456,,2025-12-02T10:33:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,49,Intercontinental Kamala,4912,,2025-12-02T10:37:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,2025-12-02T10:38:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-12-02T10:39:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,52,Big C Kamala,5396,,2025-12-02T10:42:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-12-02T10:52:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,54,Kalim School,6540,,2025-12-02T10:54:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-12-02T10:55:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,56,Indigo Patong,6893,,2025-12-02T10:59:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,57,Patong PEA,7083,,2025-12-02T11:03:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-12-02T11:05:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-12-02T11:13:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,60,Karon Circle,8431,,2025-12-02T11:18:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,61,Woraburi Karon,8523,,2025-12-02T11:19:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,62,Karon Stadium,8823,,2025-12-02T11:22:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,63,OZO Phuket,8979,,2025-12-02T11:24:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,64,Kata Palm,9111,,2025-12-02T11:26:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-12-02T11:27:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-12-02T11:29:18.774564,,,,,,,,,,,,,,,,,
10-1207,Airport -> Rawai,67,Sai Yuan,10247,,2025-12-02T11:38:18.774564,,,,,,,,,,,,,,,,,
10-1210,Rawai -> Airport,41,Thalang Public Health Office,8532,,2025-12-02T09:59:19.364496,,,,,,,,,,,,,,,,,
