licence,route,stop_id,stop_name,stop_index,arrival_time,eta_pred_at_T0,accuracy_T0,eta_pred_at_T15,accuracy_T15,eta_pred_at_T30,accuracy_T30,eta_pred_at_T45,accuracy_T45,eta_pred_at_T60,accuracy_T60,eta_pred_at_T75,accuracy_T75,eta_pred_at_T90,accuracy_T90,eta_pred_at_T105,accuracy_T105,eta_pred_at_T120,accuracy_T120
10-1150,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-11-27T17:15:39.400012,2025-11-27T17:10:57.069827,4.71,2025-11-27T17:16:06.563398,-0.45,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,56,Indigo Patong,6893,,2025-11-27T17:15:57.069827,,2025-11-27T17:20:06.563398,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,57,Patong PEA,7083,,2025-11-27T17:19:57.069827,,2025-11-27T17:24:06.563398,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-11-27T17:20:57.069827,,2025-11-27T17:26:06.563398,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,59,Secret cliff resort ,7899,2025-11-27T17:36:21.706463,2025-11-27T17:28:57.069827,7.41,2025-11-27T17:34:06.563398,2.25,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,60,Karon Circle,8431,2025-11-27T17:42:25.349580,2025-11-27T17:33:57.069827,8.47,2025-11-27T17:39:06.563398,3.31,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,61,Woraburi Karon,8523,2025-11-27T17:43:25.902348,2025-11-27T17:34:57.069827,8.48,2025-11-27T17:40:06.563398,3.32,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,62,Karon Stadium,8823,2025-11-27T17:47:28.506142,2025-11-27T17:37:57.069827,9.52,2025-11-27T17:43:06.563398,4.37,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,63,OZO Phuket,8979,2025-11-27T17:50:30.637939,2025-11-27T17:40:57.069827,9.56,2025-11-27T17:45:06.563398,5.4,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,64,Kata Palm,9111,2025-11-27T17:52:31.780849,2025-11-27T17:42:57.069827,9.58,2025-11-27T17:47:06.563398,5.42,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-11-27T17:55:33.548827,2025-11-27T17:42:57.069827,12.61,2025-11-27T17:48:06.563398,7.45,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-11-27T17:45:57.069827,,2025-11-27T17:50:06.563398,,,,,,,,,,,,,,,
10-1150,Airport -> Rawai,67,Sai Yuan,10247,,2025-11-27T17:53:57.069827,,2025-11-27T17:59:06.563398,,,,,,,,,,,,,,,
10-1151,Airport -> Rawai,67,Sai Yuan,10247,2025-11-27T17:02:31.565946,2025-11-27T17:01:57.069827,0.57,,,,,,,,,,,,,,,,
10-1152,Airport -> Rawai,43,Thalang Public Health Office,2368,2025-11-27T17:30:18.098035,2025-11-27T17:12:57.069827,17.35,2025-11-27T17:28:41.176575,1.62,,,,,,,,,,,,,,
10-1152,Airport -> Rawai,44,Baan Khian,2586,2025-11-27T17:37:22.340820,2025-11-27T17:14:57.069827,22.42,2025-11-27T17:31:41.176575,5.69,2025-11-27T17:34:50.051641,2.54,,,,,,,,,,,,
10-1152,Airport -> Rawai,45,Cherngtalay School,3541,2025-11-27T17:51:31.241290,2025-11-27T17:23:57.069827,27.57,2025-11-27T17:39:41.176575,11.83,2025-11-27T17:43:50.051641,7.69,,,,,,,,,,,,
10-1152,Airport -> Rawai,46,Laguna,3576,2025-11-27T17:55:33.548827,2025-11-27T17:24:57.069827,30.61,2025-11-27T17:40:41.176575,14.87,2025-11-27T17:43:50.051641,11.72,,,,,,,,,,,,
10-1152,Airport -> Rawai,47,Lotus Cherngtalay,3837,,2025-11-27T17:27:57.069827,,2025-11-27T17:44:41.176575,,2025-11-27T17:47:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,48,Surin Beach,4456,,2025-11-27T17:33:57.069827,,2025-11-27T17:49:41.176575,,2025-11-27T17:53:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,49,Intercontinental Kamala,4912,,2025-11-27T17:37:57.069827,,2025-11-27T17:54:41.176575,,2025-11-27T17:57:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,2025-11-27T17:38:57.069827,,2025-11-27T17:55:41.176575,,2025-11-27T17:58:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-11-27T17:39:57.069827,,2025-11-27T17:56:41.176575,,2025-11-27T17:59:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,52,Big C Kamala,5396,,2025-11-27T17:42:57.069827,,2025-11-27T17:58:41.176575,,2025-11-27T18:02:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-11-27T17:52:57.069827,,2025-11-27T18:09:41.176575,,2025-11-27T18:12:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,54,Kalim School,6540,,2025-11-27T17:53:57.069827,,2025-11-27T18:10:41.176575,,2025-11-27T18:13:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-11-27T17:55:57.069827,,2025-11-27T18:11:41.176575,,2025-11-27T18:15:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,56,Indigo Patong,6893,,2025-11-27T17:59:57.069827,,2025-11-27T18:16:41.176575,,2025-11-27T18:19:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,57,Patong PEA,7083,,2025-11-27T18:03:57.069827,,2025-11-27T18:20:41.176575,,2025-11-27T18:23:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-11-27T18:05:57.069827,,2025-11-27T18:21:41.176575,,2025-11-27T18:25:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-11-27T18:13:57.069827,,2025-11-27T18:29:41.176575,,2025-11-27T18:33:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,60,Karon Circle,8431,,2025-11-27T18:18:57.069827,,2025-11-27T18:34:41.176575,,2025-11-27T18:38:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,61,Woraburi Karon,8523,,2025-11-27T18:19:57.069827,,2025-11-27T18:35:41.176575,,2025-11-27T18:39:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,62,Karon Stadium,8823,,2025-11-27T18:22:57.069827,,2025-11-27T18:38:41.176575,,2025-11-27T18:42:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,63,OZO Phuket,8979,,2025-11-27T18:24:57.069827,,2025-11-27T18:41:41.176575,,2025-11-27T18:44:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,64,Kata Palm,9111,,2025-11-27T18:26:57.069827,,2025-11-27T18:42:41.176575,,2025-11-27T18:46:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-11-27T18:27:57.069827,,2025-11-27T18:43:41.176575,,2025-11-27T18:47:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-11-27T18:29:57.069827,,2025-11-27T18:45:41.176575,,2025-11-27T18:49:50.051641,,,,,,,,,,,,,
10-1152,Airport -> Rawai,67,Sai Yuan,10247,,2025-11-27T18:38:57.069827,,2025-11-27T18:54:41.176575,,2025-11-27T18:58:50.051641,,,,,,,,,,,,,
10-1204,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-11-27T16:56:27.985717,2025-11-27T16:55:57.069827,0.52,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-11-27T17:00:30.437712,2025-11-27T16:57:57.069827,2.56,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,67,Sai Yuan,10247,2025-11-27T17:07:34.601463,2025-11-27T17:06:57.069827,0.63,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,43,Thalang Public Health Office,2368,,2025-11-27T17:12:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,44,Baan Khian,2586,,2025-11-27T17:14:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,45,Cherngtalay School,3541,,2025-11-27T17:23:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,46,Laguna,3576,,2025-11-27T17:24:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,47,Lotus Cherngtalay,3837,,2025-11-27T17:27:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,48,Surin Beach,4456,,2025-11-27T17:33:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,49,Intercontinental Kamala,4912,,2025-11-27T17:37:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,2025-11-27T17:38:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-11-27T17:39:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,52,Big C Kamala,5396,,2025-11-27T17:42:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-11-27T17:52:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,54,Kalim School,6540,,2025-11-27T17:53:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-11-27T17:55:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,56,Indigo Patong,6893,,2025-11-27T17:59:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,57,Patong PEA,7083,,2025-11-27T18:03:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-11-27T18:05:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-11-27T18:13:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,60,Karon Circle,8431,,2025-11-27T18:18:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,61,Woraburi Karon,8523,,2025-11-27T18:19:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,62,Karon Stadium,8823,,2025-11-27T18:22:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,63,OZO Phuket,8979,,2025-11-27T18:24:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,64,Kata Palm,9111,,2025-11-27T18:26:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-11-27T18:27:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-11-27T18:29:57.069827,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,67,Sai Yuan,10247,,2025-11-27T18:38:57.069827,,,,,,,,,,,,,,,,,
10-1196,Airport -> Rawai,43,Thalang Public Health Office,2368,2025-11-27T17:15:39.400012,2025-11-27T17:12:27.985717,3.19,2025-11-27T17:13:36.976254,2.04,,,,,,,,,,,,,,
10-1196,Airport -> Rawai,44,Baan Khian,2586,2025-11-27T17:24:14.432589,2025-11-27T17:15:27.985717,8.77,2025-11-27T17:16:36.976254,7.62,,,,,,,,,,,,,,
10-1196,Airport -> Rawai,45,Cherngtalay School,3541,2025-11-27T17:38:22.934973,2025-11-27T17:23:27.985717,14.92,2025-11-27T17:25:36.976254,12.77,2025-11-27T17:33:45.974801,4.62,,,,,,,,,,,,
10-1196,Airport -> Rawai,46,Laguna,3576,2025-11-27T17:39:23.513086,2025-11-27T17:24:27.985717,14.93,2025-11-27T17:25:36.976254,13.78,2025-11-27T17:33:45.974801,5.63,,,,,,,,,,,,
10-1196,Airport -> Rawai,47,Lotus Cherngtalay,3837,2025-11-27T17:45:27.241719,2025-11-27T17:28:27.985717,16.99,2025-11-27T17:29:36.976254,15.84,2025-11-27T17:37:45.974801,7.69,2025-11-27T17:43:55.015534,1.54,,,,,,,,,,
10-1196,Airport -> Rawai,48,Surin Beach,4456,2025-11-27T17:53:32.365087,2025-11-27T17:33:27.985717,20.07,2025-11-27T17:35:36.976254,17.92,2025-11-27T17:43:45.974801,9.77,2025-11-27T17:49:55.015534,3.62,,,,,,,,,,
10-1196,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-11-27T17:58:35.427976,2025-11-27T17:37:27.985717,21.12,2025-11-27T17:39:36.976254,18.97,2025-11-27T17:47:45.974801,10.82,2025-11-27T17:53:55.015534,4.67,,,,,,,,,,
10-1196,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-11-27T17:58:35.427976,2025-11-27T17:38:27.985717,20.12,2025-11-27T17:40:36.976254,17.97,2025-11-27T17:48:45.974801,9.82,2025-11-27T17:54:55.015534,3.67,,,,,,,,,,
10-1196,Airport -> Rawai,51,Phuket Fantasea,5136,,2025-11-27T17:39:27.985717,,2025-11-27T17:41:36.976254,,2025-11-27T17:49:45.974801,,2025-11-27T17:55:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,52,Big C Kamala,5396,,2025-11-27T17:42:27.985717,,2025-11-27T17:44:36.976254,,2025-11-27T17:52:45.974801,,2025-11-27T17:58:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,53,Kalim Bus Stop,6450,,2025-11-27T17:52:27.985717,,2025-11-27T17:54:36.976254,,2025-11-27T18:02:45.974801,,2025-11-27T18:08:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,54,Kalim School,6540,,2025-11-27T17:54:27.985717,,2025-11-27T17:55:36.976254,,2025-11-27T18:03:45.974801,,2025-11-27T18:09:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,2025-11-27T17:55:27.985717,,2025-11-27T17:57:36.976254,,2025-11-27T18:04:45.974801,,2025-11-27T18:11:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,56,Indigo Patong,6893,,2025-11-27T18:00:27.985717,,2025-11-27T18:01:36.976254,,2025-11-27T18:09:45.974801,,2025-11-27T18:15:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,57,Patong PEA,7083,,2025-11-27T18:03:27.985717,,2025-11-27T18:05:36.976254,,2025-11-27T18:13:45.974801,,2025-11-27T18:19:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,2025-11-27T18:05:27.985717,,2025-11-27T18:07:36.976254,,2025-11-27T18:15:45.974801,,2025-11-27T18:21:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,59,Secret cliff resort ,7899,,2025-11-27T18:13:27.985717,,2025-11-27T18:15:36.976254,,2025-11-27T18:23:45.974801,,2025-11-27T18:29:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,60,Karon Circle,8431,,2025-11-27T18:18:27.985717,,2025-11-27T18:19:36.976254,,2025-11-27T18:27:45.974801,,2025-11-27T18:34:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,61,Woraburi Karon,8523,,2025-11-27T18:19:27.985717,,2025-11-27T18:21:36.976254,,2025-11-27T18:28:45.974801,,2025-11-27T18:35:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,62,Karon Stadium,8823,,2025-11-27T18:22:27.985717,,2025-11-27T18:24:36.976254,,2025-11-27T18:32:45.974801,,2025-11-27T18:38:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,63,OZO Phuket,8979,,2025-11-27T18:24:27.985717,,2025-11-27T18:26:36.976254,,2025-11-27T18:34:45.974801,,2025-11-27T18:40:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,64,Kata Palm,9111,,2025-11-27T18:26:27.985717,,2025-11-27T18:28:36.976254,,2025-11-27T18:36:45.974801,,2025-11-27T18:42:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,65,Beyond hotel Kata,9157,,2025-11-27T18:27:27.985717,,2025-11-27T18:29:36.976254,,2025-11-27T18:36:45.974801,,2025-11-27T18:43:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,2025-11-27T18:29:27.985717,,2025-11-27T18:31:36.976254,,2025-11-27T18:39:45.974801,,2025-11-27T18:45:55.015534,,,,,,,,,,,
10-1196,Airport -> Rawai,67,Sai Yuan,10247,,2025-11-27T18:38:27.985717,,2025-11-27T18:39:36.976254,,2025-11-27T18:47:45.974801,,2025-11-27T18:54:55.015534,,,,,,,,,,,
10-1147,Airport -> Rawai,59,Secret cliff resort ,7899,2025-11-27T17:04:32.825753,2025-11-27T17:03:29.243075,1.06,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,60,Karon Circle,8431,2025-11-27T17:10:06.009903,2025-11-27T17:08:29.243075,1.61,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,61,Woraburi Karon,8523,2025-11-27T17:10:06.009903,2025-11-27T17:09:29.243075,0.61,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,62,Karon Stadium,8823,2025-11-27T17:14:08.501668,2025-11-27T17:12:29.243075,1.65,2025-11-27T17:13:38.170364,0.51,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,63,OZO Phuket,8979,2025-11-27T17:16:09.788354,2025-11-27T17:14:29.243075,1.68,2025-11-27T17:15:38.170364,0.53,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,64,Kata Palm,9111,2025-11-27T17:20:12.092644,2025-11-27T17:16:29.243075,3.71,2025-11-27T17:17:38.170364,2.57,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-11-27T17:25:15.048010,2025-11-27T17:17:29.243075,7.76,2025-11-27T17:18:38.170364,6.61,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-11-27T17:29:17.508275,2025-11-27T17:19:29.243075,9.8,2025-11-27T17:20:38.170364,8.66,2025-11-27T17:28:47.222103,0.5,,,,,,,,,,,,
10-1147,Airport -> Rawai,67,Sai Yuan,10247,2025-11-27T17:38:22.934973,2025-11-27T17:28:29.243075,9.89,2025-11-27T17:29:38.170364,8.75,2025-11-27T17:37:47.222103,0.6,,,,,,,,,,,,
10-1212,Rawai -> Airport,17,Sai Yuan,642,2025-11-27T17:05:33.099108,2025-11-27T17:03:29.509669,2.06,,,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,18,Andaman Cannacia Resort,1565,2025-11-27T17:13:38.012916,2025-11-27T17:11:29.509669,2.14,,,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,19,Beyond hotel Kata,1728,2025-11-27T17:19:41.426354,2025-11-27T17:13:29.509669,6.2,,,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,20,Kata Palm,1780,2025-11-27T17:21:12.273997,2025-11-27T17:14:29.509669,6.71,,,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,21,OZO Kata,1937,2025-11-27T17:24:14.072088,2025-11-27T17:16:29.509669,7.74,2025-11-27T17:23:43.733919,0.51,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,22,Peach Blossom,1963,2025-11-27T17:25:14.659675,2025-11-27T17:17:29.509669,7.75,2025-11-27T17:23:43.733919,1.52,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,23,Karon Stadium,2064,2025-11-27T17:27:15.983238,2025-11-27T17:18:29.509669,8.77,2025-11-27T17:25:43.733919,1.54,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,24,Woraburi Karon,2369,2025-11-27T17:31:18.357458,2025-11-27T17:22:29.509669,8.81,2025-11-27T17:28:43.733919,2.58,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,25,Karon Circle,2454,2025-11-27T17:32:18.915961,2025-11-27T17:23:29.509669,8.82,2025-11-27T17:29:43.733919,2.59,,,,,,,,,,,,,,
10-1212,Rawai -> Airport,26,Secret cliff resort ,2997,2025-11-27T17:41:24.271344,2025-11-27T17:28:29.509669,12.91,2025-11-27T17:34:43.733919,6.68,2025-11-27T17:40:52.802385,0.52,,,,,,,,,,,,
10-1212,Rawai -> Airport,27,Patong Bus Stop,3674,2025-11-27T17:48:28.707901,2025-11-27T17:34:29.509669,13.99,2025-11-27T17:40:43.733919,7.75,2025-11-27T17:46:52.802385,1.6,,,,,,,,,,,,
10-1212,Rawai -> Airport,28,Bangla Patong ,3858,,2025-11-27T17:37:29.509669,,2025-11-27T17:44:43.733919,,2025-11-27T17:49:52.802385,,2025-11-27T17:54:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,29,Four Point Patong,4204,,2025-11-27T17:42:29.509669,,2025-11-27T17:49:43.733919,,2025-11-27T17:54:52.802385,,2025-11-27T17:59:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,30,Kalim School,4320,,2025-11-27T17:43:29.509669,,2025-11-27T17:50:43.733919,,2025-11-27T17:55:52.802385,,2025-11-27T18:00:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,31,Kalim Bus Stop,4437,,2025-11-27T17:44:29.509669,,2025-11-27T17:51:43.733919,,2025-11-27T17:56:52.802385,,2025-11-27T18:01:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,32,Big C Kamala,5519,,2025-11-27T17:55:29.509669,,2025-11-27T18:02:43.733919,,2025-11-27T18:07:52.802385,,2025-11-27T18:12:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,33,Phuket Fantasea,5751,,2025-11-27T17:57:29.509669,,2025-11-27T18:04:43.733919,,2025-11-27T18:09:52.802385,,2025-11-27T18:14:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,,2025-11-27T17:58:29.509669,,2025-11-27T18:05:43.733919,,2025-11-27T18:10:52.802385,,2025-11-27T18:15:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,35,Cafe De Mar,5945,,2025-11-27T17:59:29.509669,,2025-11-27T18:05:43.733919,,2025-11-27T18:11:52.802385,,2025-11-27T18:16:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,36,Surin Beach,6442,,2025-11-27T18:03:29.509669,,2025-11-27T18:10:43.733919,,2025-11-27T18:15:52.802385,,2025-11-27T18:20:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,37,Lotus Cherngtalay,7024,,2025-11-27T18:11:29.509669,,2025-11-27T18:18:43.733919,,2025-11-27T18:23:52.802385,,2025-11-27T18:28:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,38,Laguna,7313,,2025-11-27T18:16:29.509669,,2025-11-27T18:23:43.733919,,2025-11-27T18:28:52.802385,,2025-11-27T18:33:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,39,Cherngtalay School,7346,,2025-11-27T18:17:29.509669,,2025-11-27T18:23:43.733919,,2025-11-27T18:29:52.802385,,2025-11-27T18:34:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,40,Baan Khian,8300,,2025-11-27T18:26:29.509669,,2025-11-27T18:33:43.733919,,2025-11-27T18:38:52.802385,,2025-11-27T18:43:02.095500,,,,,,,,,,,
10-1212,Rawai -> Airport,41,Thalang Public Health Office,8532,,2025-11-27T18:29:29.509669,,2025-11-27T18:35:43.733919,,2025-11-27T18:41:52.802385,,2025-11-27T18:46:02.095500,,,,,,,,,,,
10-1208,Airport -> Rawai,43,Thalang Public Health Office,2368,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,44,Baan Khian,2586,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,45,Cherngtalay School,3541,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,46,Laguna,3576,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,47,Lotus Cherngtalay,3837,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,48,Surin Beach,4456,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,49,Intercontinental Kamala,4912,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,51,Phuket Fantasea,5136,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,52,Big C Kamala,5396,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,53,Kalim Bus Stop,6450,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,54,Kalim School,6540,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,56,Indigo Patong,6893,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,57,Patong PEA,7083,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,59,Secret cliff resort ,7899,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,60,Karon Circle,8431,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,61,Woraburi Karon,8523,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,62,Karon Stadium,8823,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,63,OZO Phuket,8979,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,64,Kata Palm,9111,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,65,Beyond hotel Kata,9157,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,66,Andaman Cannacia Resort,9327,,,,,,,,,,,,,,,,,,,
10-1208,Airport -> Rawai,67,Sai Yuan,10247,,,,,,,,,,,,,,,,,,,
10-1264,Dragon Line,3,Old Town Intersection,134,2025-11-27T17:34:18.209872,2025-11-27T17:03:30.711866,30.79,,,,,,,,,,,,,,,,
10-1264,Dragon Line,4,Government Savings Bank,159,2025-11-27T17:34:18.209872,2025-11-27T17:03:30.711866,30.79,,,,,,,,,,,,,,,,
10-1264,Dragon Line,5,Royal Phuket City Hotel,243,2025-11-27T17:42:22.445757,2025-11-27T17:05:30.711866,36.86,,,,,,,,,,,,,,,,
10-1264,Dragon Line,6,Pearl Hotel Phuket,333,2025-11-27T17:43:23.003334,2025-11-27T17:06:30.711866,36.87,,,,,,,,,,,,,,,,
10-1264,Dragon Line,7,Mc Donald's,435,2025-11-27T17:44:23.543352,2025-11-27T17:08:30.711866,35.88,,,,,,,,,,,,,,,,
10-1264,Dragon Line,8,Surin Circle Clock Tower,523,2025-11-27T17:49:26.246363,2025-11-27T17:10:30.711866,38.93,2025-11-27T17:48:25.685280,1.01,,,,,,,,,,,,,,
10-1264,Dragon Line,9,Municipal Parking,593,2025-11-27T17:49:26.246363,2025-11-27T17:12:30.711866,36.93,2025-11-27T17:49:25.685280,0.01,,,,,,,,,,,,,,
10-1264,Dragon Line,10,Krungsri Bank,647,2025-11-27T17:51:27.381653,2025-11-27T17:13:30.711866,37.94,2025-11-27T17:50:25.685280,1.03,,,,,,,,,,,,,,
10-1264,Dragon Line,11,WANLAMUN & EGG E EGG @ OLD TOWN,692,2025-11-27T17:52:27.942364,2025-11-27T17:13:30.711866,38.95,2025-11-27T17:51:25.685280,1.04,,,,,,,,,,,,,,
