licence,route,stop_id,stop_name,stop_index,registration_time,arrival_time,eta_min_T0,eta_ts_T0,error_T0,eta_min_T15,eta_ts_T15,error_T15,eta_min_T30,eta_ts_T30,error_T30,eta_min_T45,eta_ts_T45,error_T45,eta_min_T60,eta_ts_T60,error_T60,eta_min_T75,eta_ts_T75,error_T75,eta_min_T90,eta_ts_T90,error_T90,eta_min_T105,eta_ts_T105,error_T105,eta_min_T120,eta_ts_T120,error_T120
10-1218,Patong -> Bus 1 -> Bus 2,103,Soi Thachin,4616,2025-12-02T14:52:47.395944,,45.0,2025-12-02T15:37:47.395944,,32.0,2025-12-02T15:40:02.808761,,8.0,2025-12-02T15:30:48.792622,,,,,,,,,,,,,,,,,,,
10-1218,Patong -> Bus 1 -> Bus 2,104,Dcondo Campus Kuku,4776,2025-12-02T14:52:47.395944,,46.0,2025-12-02T15:38:47.395944,,33.0,2025-12-02T15:41:02.808761,,9.0,2025-12-02T15:31:48.792622,,,,,,,,,,,,,,,,,,,
10-1218,Patong -> Bus 1 -> Bus 2,105,Ban Kuku School,4859,2025-12-02T14:52:47.395944,,47.0,2025-12-02T15:39:47.395944,,34.0,2025-12-02T15:42:02.808761,,10.0,2025-12-02T15:32:48.792622,,,,,,,,,,,,,,,,,,,
10-1218,Patong -> Bus 1 -> Bus 2,106,Big C Market Thepkrasattri,5122,2025-12-02T14:52:47.395944,,49.0,2025-12-02T15:41:47.395944,,36.0,2025-12-02T15:44:02.808761,,12.0,2025-12-02T15:34:48.792622,,,,,,,,,,,,,,,,,,,
10-1148,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T14:52:47.395442,,46.0,2025-12-02T15:38:47.395442,,35.0,2025-12-02T15:43:05.612050,,24.0,2025-12-02T15:46:53.974395,,11.0,2025-12-02T15:49:09.501770,,4.0,2025-12-02T15:56:55.744492,,,,,,,,,,,,,
10-1148,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T14:52:47.395442,,48.0,2025-12-02T15:40:47.395442,,38.0,2025-12-02T15:46:05.612050,,27.0,2025-12-02T15:49:53.974395,,14.0,2025-12-02T15:52:09.501770,,7.0,2025-12-02T15:59:55.744492,,,,,,,,,,,,,
10-1148,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T14:52:47.395442,,50.0,2025-12-02T15:42:47.395442,,39.0,2025-12-02T15:47:05.612050,,28.0,2025-12-02T15:50:53.974395,,15.0,2025-12-02T15:53:09.501770,,8.0,2025-12-02T16:00:55.744492,,,,,,,,,,,,,
10-1148,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T14:52:47.395442,,72.0,2025-12-02T16:04:47.395442,,61.0,2025-12-02T16:09:05.612050,,50.0,2025-12-02T16:12:53.974395,,37.0,2025-12-02T16:15:09.501770,,30.0,2025-12-02T16:22:55.744492,,,,,,,,,,,,,
10-1148,Airport -> Rawai,64,Kata Palm,9111,2025-12-02T14:52:47.395442,,73.0,2025-12-02T16:05:47.395442,,63.0,2025-12-02T16:11:05.612050,,52.0,2025-12-02T16:14:53.974395,,39.0,2025-12-02T16:17:09.501770,,32.0,2025-12-02T16:24:55.744492,,,,,,,,,,,,,
10-1148,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-02T14:52:47.395442,,74.0,2025-12-02T16:06:47.395442,,64.0,2025-12-02T16:12:05.612050,,53.0,2025-12-02T16:15:53.974395,,39.0,2025-12-02T16:17:09.501770,,32.0,2025-12-02T16:24:55.744492,,,,,,,,,,,,,
10-1148,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T14:52:47.395442,,76.0,2025-12-02T16:08:47.395442,,66.0,2025-12-02T16:14:05.612050,,55.0,2025-12-02T16:17:53.974395,,42.0,2025-12-02T16:20:09.501770,,35.0,2025-12-02T16:27:55.744492,,,,,,,,,,,,,
10-1148,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T14:52:47.395442,,85.0,2025-12-02T16:17:47.395442,,75.0,2025-12-02T16:23:05.612050,,64.0,2025-12-02T16:26:53.974395,,50.0,2025-12-02T16:28:09.501770,,43.0,2025-12-02T16:35:55.744492,,,,,,,,,,,,,
10-1221,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,2025-12-02T14:52:47.395695,,49.0,2025-12-02T15:41:47.395695,,41.0,2025-12-02T15:49:02.315678,,30.0,2025-12-02T15:52:47.738589,,25.0,2025-12-02T16:03:01.438586,,10.0,2025-12-02T16:06:24.065274,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,98,Phuket Bus Terminal 1,3774,2025-12-02T14:52:47.395944,,23.0,2025-12-02T15:15:47.395944,,13.0,2025-12-02T15:21:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,99,Sanamchai,4052,2025-12-02T14:52:47.395944,,27.0,2025-12-02T15:19:47.395944,,17.0,2025-12-02T15:25:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,100,Phuket Provincial Cooperative Office,4180,2025-12-02T14:52:47.395944,,29.0,2025-12-02T15:21:47.395944,,18.0,2025-12-02T15:26:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,101,Baan Natkamon,4358,2025-12-02T14:52:47.395944,,31.0,2025-12-02T15:23:47.395944,,20.0,2025-12-02T15:28:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,102,Big C Mini Kingkaew,4507,2025-12-02T14:52:47.395944,,32.0,2025-12-02T15:24:47.395944,,22.0,2025-12-02T15:30:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,103,Soi Thachin,4616,2025-12-02T14:52:47.395944,,33.0,2025-12-02T15:25:47.395944,,23.0,2025-12-02T15:31:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,104,Dcondo Campus Kuku,4776,2025-12-02T14:52:47.395944,,35.0,2025-12-02T15:27:47.395944,,24.0,2025-12-02T15:32:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,105,Ban Kuku School,4859,2025-12-02T14:52:47.395944,,35.0,2025-12-02T15:27:47.395944,,25.0,2025-12-02T15:33:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1222,Patong -> Bus 1 -> Bus 2,106,Big C Market Thepkrasattri,5122,2025-12-02T14:52:47.395944,,37.0,2025-12-02T15:29:47.395944,,27.0,2025-12-02T15:35:02.808761,,,,,,,,,,,,,,,,,,,,,,
10-1223,Bus 2 -> Bus 1 -> Patong,82,Malin Plaza,5178,2025-12-02T14:52:47.395695,,9.0,2025-12-02T15:01:47.395695,,28.0,2025-12-02T16:25:55.198947,,32.0,2025-12-02T16:46:07.492618,,,,,,,,,,,,,,,,,,,
10-1207,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T14:52:47.395609,,68.0,2025-12-02T16:00:47.395609,,58.0,2025-12-02T16:06:05.120597,,51.0,2025-12-02T16:13:52.370289,,49.0,2025-12-02T16:27:07.371402,,32.0,2025-12-02T16:25:23.352334,,20.0,2025-12-02T16:28:08.654446,,13.0,2025-12-02T16:36:17.624138,,,,,,,
10-1150,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-02T14:52:47.395442,,1.0,2025-12-02T14:53:47.395442,,1.0,2025-12-02T15:09:05.612050,,1.0,2025-12-02T15:23:53.974395,,1.0,2025-12-02T15:39:09.501770,,1.0,2025-12-02T15:53:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-02T14:52:47.395442,,2.0,2025-12-02T14:54:47.395442,,2.0,2025-12-02T15:10:05.612050,,2.0,2025-12-02T15:24:53.974395,,2.0,2025-12-02T15:40:09.501770,,2.0,2025-12-02T15:54:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,51,Phuket Fantasea,5136,2025-12-02T14:52:47.395442,,4.0,2025-12-02T14:56:47.395442,,4.0,2025-12-02T15:12:05.612050,,4.0,2025-12-02T15:26:53.974395,,4.0,2025-12-02T15:42:09.501770,,4.0,2025-12-02T15:56:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,52,Big C Kamala,5396,2025-12-02T14:52:47.395442,,6.0,2025-12-02T14:58:47.395442,,6.0,2025-12-02T15:14:05.612050,,6.0,2025-12-02T15:28:53.974395,,6.0,2025-12-02T15:44:09.501770,,6.0,2025-12-02T15:58:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,53,Kalim Bus Stop,6450,2025-12-02T14:52:47.395442,,17.0,2025-12-02T15:09:47.395442,,17.0,2025-12-02T15:25:05.612050,,17.0,2025-12-02T15:39:53.974395,,17.0,2025-12-02T15:55:09.501770,,17.0,2025-12-02T16:09:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,54,Kalim School,6540,2025-12-02T14:52:47.395442,,18.0,2025-12-02T15:10:47.395442,,18.0,2025-12-02T15:26:05.612050,,18.0,2025-12-02T15:40:53.974395,,18.0,2025-12-02T15:56:09.501770,,18.0,2025-12-02T16:10:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,55,Diamond Cliff Resort & Spa,6630,2025-12-02T14:52:47.395442,,19.0,2025-12-02T15:11:47.395442,,19.0,2025-12-02T15:27:05.612050,,19.0,2025-12-02T15:41:53.974395,,19.0,2025-12-02T15:57:09.501770,,19.0,2025-12-02T16:11:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T14:52:47.395442,,23.0,2025-12-02T15:15:47.395442,,23.0,2025-12-02T15:31:05.612050,,23.0,2025-12-02T15:45:53.974395,,23.0,2025-12-02T16:01:09.501770,,23.0,2025-12-02T16:15:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T14:52:47.395442,,26.0,2025-12-02T15:18:47.395442,,26.0,2025-12-02T15:34:05.612050,,26.0,2025-12-02T15:48:53.974395,,26.0,2025-12-02T16:04:09.501770,,26.0,2025-12-02T16:18:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T14:52:47.395442,,27.0,2025-12-02T15:19:47.395442,,27.0,2025-12-02T15:35:05.612050,,27.0,2025-12-02T15:49:53.974395,,27.0,2025-12-02T16:05:09.501770,,27.0,2025-12-02T16:19:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T14:52:47.395442,,38.0,2025-12-02T15:30:47.395442,,38.0,2025-12-02T15:46:05.612050,,38.0,2025-12-02T16:00:53.974395,,38.0,2025-12-02T16:16:09.501770,,38.0,2025-12-02T16:30:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T14:52:47.395442,,43.0,2025-12-02T15:35:47.395442,,43.0,2025-12-02T15:51:05.612050,,43.0,2025-12-02T16:05:53.974395,,43.0,2025-12-02T16:21:09.501770,,43.0,2025-12-02T16:35:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T14:52:47.395442,,44.0,2025-12-02T15:36:47.395442,,44.0,2025-12-02T15:52:05.612050,,44.0,2025-12-02T16:06:53.974395,,44.0,2025-12-02T16:22:09.501770,,44.0,2025-12-02T16:36:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T14:52:47.395442,,47.0,2025-12-02T15:39:47.395442,,47.0,2025-12-02T15:55:05.612050,,47.0,2025-12-02T16:09:53.974395,,47.0,2025-12-02T16:25:09.501770,,47.0,2025-12-02T16:39:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T14:52:47.395442,,49.0,2025-12-02T15:41:47.395442,,49.0,2025-12-02T15:57:05.612050,,49.0,2025-12-02T16:11:53.974395,,49.0,2025-12-02T16:27:09.501770,,49.0,2025-12-02T16:41:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,64,Kata Palm,9111,2025-12-02T14:52:47.395442,,51.0,2025-12-02T15:43:47.395442,,51.0,2025-12-02T15:59:05.612050,,51.0,2025-12-02T16:13:53.974395,,51.0,2025-12-02T16:29:09.501770,,51.0,2025-12-02T16:43:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,65,Beyond hotel Kata,9157,2025-12-02T14:52:47.395442,,52.0,2025-12-02T15:44:47.395442,,52.0,2025-12-02T16:00:05.612050,,52.0,2025-12-02T16:14:53.974395,,52.0,2025-12-02T16:30:09.501770,,52.0,2025-12-02T16:44:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T14:52:47.395442,,54.0,2025-12-02T15:46:47.395442,,54.0,2025-12-02T16:02:05.612050,,54.0,2025-12-02T16:16:53.974395,,54.0,2025-12-02T16:32:09.501770,,54.0,2025-12-02T16:46:55.744492,,,,,,,,,,,,,
10-1150,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T14:52:47.395442,,63.0,2025-12-02T15:55:47.395442,,63.0,2025-12-02T16:11:05.612050,,63.0,2025-12-02T16:25:53.974395,,63.0,2025-12-02T16:41:09.501770,,63.0,2025-12-02T16:55:55.744492,,,,,,,,,,,,,
10-1152,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T14:52:47.395442,,20.0,2025-12-02T15:12:47.395442,,9.0,2025-12-02T15:17:05.612050,,,,,,,,,,,,,,,,,,,,,,
10-1152,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T14:52:47.395442,,23.0,2025-12-02T15:15:47.395442,,12.0,2025-12-02T15:20:05.612050,,,,,,,,,,,,,,,,,,,,,,
10-1152,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T14:52:47.395442,,25.0,2025-12-02T15:17:47.395442,,13.0,2025-12-02T15:21:05.612050,,,,,,,,,,,,,,,,,,,,,,
10-1148,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T14:56:21.720474,,2.0,2025-12-02T14:58:21.720474,,45.0,2025-12-02T16:41:57.537371,,,,,,,,,,,,,,,,,,,,,,
10-1147,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T14:56:21.874764,,2.0,2025-12-02T14:58:21.874764,,57.0,2025-12-02T17:10:45.555382,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,27,Patong Bus Stop,3674,2025-12-02T15:02:28.677153,,1.0,2025-12-02T15:03:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,28,Bangla Patong ,3858,2025-12-02T15:02:28.677153,,5.0,2025-12-02T15:07:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,29,Four Point Patong,4204,2025-12-02T15:02:28.677153,,12.0,2025-12-02T15:14:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,30,Kalim School,4320,2025-12-02T15:02:28.677153,,13.0,2025-12-02T15:15:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,31,Kalim Bus Stop,4437,2025-12-02T15:02:28.677153,,14.0,2025-12-02T15:16:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,32,Big C Kamala,5519,2025-12-02T15:02:28.677153,,24.0,2025-12-02T15:26:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,33,Phuket Fantasea,5751,2025-12-02T15:02:28.677153,,27.0,2025-12-02T15:29:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,34,Kamala Muslim Cemetery,5863,2025-12-02T15:02:28.677153,,28.0,2025-12-02T15:30:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,35,Cafe De Mar,5945,2025-12-02T15:02:28.677153,,28.0,2025-12-02T15:30:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,36,Surin Beach,6442,2025-12-02T15:02:28.677153,,33.0,2025-12-02T15:35:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,37,Lotus Cherngtalay,7024,2025-12-02T15:02:28.677153,,39.0,2025-12-02T15:41:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,38,Laguna,7313,2025-12-02T15:02:28.677153,,44.0,2025-12-02T15:46:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,39,Cherngtalay School,7346,2025-12-02T15:02:28.677153,,44.0,2025-12-02T15:46:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,40,Baan Khian,8300,2025-12-02T15:02:28.677153,,54.0,2025-12-02T15:56:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1223,Rawai -> Airport,41,Thalang Public Health Office,8532,2025-12-02T15:02:28.677153,,56.0,2025-12-02T15:58:28.677153,,,,,,,,,,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,48,Surin Beach,4456,2025-12-02T15:03:30.466061,,38.0,2025-12-02T15:41:30.466061,,23.0,2025-12-02T15:41:49.489732,,15.0,2025-12-02T15:48:34.745395,,8.0,2025-12-02T15:56:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,49,Intercontinental Kamala,4912,2025-12-02T15:03:30.466061,,43.0,2025-12-02T15:46:30.466061,,28.0,2025-12-02T15:46:49.489732,,19.0,2025-12-02T15:52:34.745395,,12.0,2025-12-02T16:00:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,50,Kamala Muslim Cemetery,5026,2025-12-02T15:03:30.466061,,44.0,2025-12-02T15:47:30.466061,,28.0,2025-12-02T15:46:49.489732,,20.0,2025-12-02T15:53:34.745395,,13.0,2025-12-02T16:01:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,56,Indigo Patong,6893,2025-12-02T15:03:30.466061,,64.0,2025-12-02T16:07:30.466061,,49.0,2025-12-02T16:07:49.489732,,41.0,2025-12-02T16:14:34.745395,,34.0,2025-12-02T16:22:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,57,Patong PEA,7083,2025-12-02T15:03:30.466061,,67.0,2025-12-02T16:10:30.466061,,52.0,2025-12-02T16:10:49.489732,,43.0,2025-12-02T16:16:34.745395,,37.0,2025-12-02T16:25:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,58,Holiday Inn Resort Patong,7169,2025-12-02T15:03:30.466061,,68.0,2025-12-02T16:11:30.466061,,53.0,2025-12-02T16:11:49.489732,,45.0,2025-12-02T16:18:34.745395,,38.0,2025-12-02T16:26:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,59,Secret cliff resort ,7899,2025-12-02T15:03:30.466061,,79.0,2025-12-02T16:22:30.466061,,64.0,2025-12-02T16:22:49.489732,,55.0,2025-12-02T16:28:34.745395,,49.0,2025-12-02T16:37:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,60,Karon Circle,8431,2025-12-02T15:03:30.466061,,84.0,2025-12-02T16:27:30.466061,,69.0,2025-12-02T16:27:49.489732,,60.0,2025-12-02T16:33:34.745395,,53.0,2025-12-02T16:41:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,61,Woraburi Karon,8523,2025-12-02T15:03:30.466061,,85.0,2025-12-02T16:28:30.466061,,70.0,2025-12-02T16:28:49.489732,,61.0,2025-12-02T16:34:34.745395,,55.0,2025-12-02T16:43:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,62,Karon Stadium,8823,2025-12-02T15:03:30.466061,,88.0,2025-12-02T16:31:30.466061,,73.0,2025-12-02T16:31:49.489732,,64.0,2025-12-02T16:37:34.745395,,58.0,2025-12-02T16:46:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,63,OZO Phuket,8979,2025-12-02T15:03:30.466061,,90.0,2025-12-02T16:33:30.466061,,75.0,2025-12-02T16:33:49.489732,,67.0,2025-12-02T16:40:34.745395,,60.0,2025-12-02T16:48:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,66,Andaman Cannacia Resort,9327,2025-12-02T15:03:30.466061,,95.0,2025-12-02T16:38:30.466061,,80.0,2025-12-02T16:38:49.489732,,71.0,2025-12-02T16:44:34.745395,,65.0,2025-12-02T16:53:51.084167,,,,,,,,,,,,,,,,
10-1204,Airport -> Rawai,67,Sai Yuan,10247,2025-12-02T15:03:30.466061,,104.0,2025-12-02T16:47:30.466061,,89.0,2025-12-02T16:47:49.489732,,80.0,2025-12-02T16:53:34.745395,,73.0,2025-12-02T17:01:51.084167,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,70,Satree Phuket School,2019,2025-12-02T15:10:35.151036,,3.0,2025-12-02T15:13:35.151036,,9.0,2025-12-02T16:02:51.156059,,2.0,2025-12-02T16:18:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,71,Phuket Wittayalai School,2111,2025-12-02T15:10:35.151036,,4.0,2025-12-02T15:14:35.151036,,10.0,2025-12-02T16:03:51.156059,,4.0,2025-12-02T16:20:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,72,Vachira Phuket Hospital,2334,2025-12-02T15:10:35.151036,,8.0,2025-12-02T15:18:35.151036,,13.0,2025-12-02T16:06:51.156059,,7.0,2025-12-02T16:23:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,73,Bangkok Hospital Phuket,2559,2025-12-02T15:10:35.151036,,11.0,2025-12-02T15:21:35.151036,,16.0,2025-12-02T16:09:51.156059,,10.0,2025-12-02T16:26:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,74,Chillva Market,2715,2025-12-02T15:10:35.151036,,13.0,2025-12-02T15:23:35.151036,,19.0,2025-12-02T16:12:51.156059,,12.0,2025-12-02T16:28:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,75,Lotus Samkong,2809,2025-12-02T15:10:35.151036,,14.0,2025-12-02T15:24:35.151036,,20.0,2025-12-02T16:13:51.156059,,13.0,2025-12-02T16:29:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,76,Andamanda Phuket Waterpark,2935,2025-12-02T15:10:35.151036,,15.0,2025-12-02T15:25:35.151036,,21.0,2025-12-02T16:14:51.156059,,15.0,2025-12-02T16:31:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,77,Kathu Fresh Market,3266,2025-12-02T15:10:35.151036,,18.0,2025-12-02T15:28:35.151036,,24.0,2025-12-02T16:17:51.156059,,18.0,2025-12-02T16:34:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,78,PTT Station Kathu,3459,2025-12-02T15:10:35.151036,,20.0,2025-12-02T15:30:35.151036,,26.0,2025-12-02T16:19:51.156059,,19.0,2025-12-02T16:35:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,79,Siko,3649,2025-12-02T15:10:35.151036,,22.0,2025-12-02T15:32:35.151036,,27.0,2025-12-02T16:20:51.156059,,21.0,2025-12-02T16:37:08.635428,,,,,,,,,,,,,,,,,,,
10-1219,Bus 2 -> Bus 1 -> Patong,80,Kathu Police Station,3736,2025-12-02T15:10:35.151036,,23.0,2025-12-02T15:33:35.151036,,28.0,2025-12-02T16:21:51.156059,,22.0,2025-12-02T16:38:08.635428,,,,,,,,,,,,,,,,,,,
